,ID,Strategy,Progress,Strategy_Label,problem,class,admin,age,sex,zone,gang,family,other,risk
65,Devonshire-Topanga-11-97-1,recommended to go to the gym and work out the stress. ciw offered to go with ct. ct said he will give that a try and also go jogging in the late evenings. ,Some progress,get mentored for school/work,Emotional mood swings and feeling the pressure of getting involved in negative activities in the community. Posses a big problem. ,face spme kind of problem,retest,18.0,1,4.0,,5.551622878,,-2.304354752
67,Devonshire-Topanga-11-98-1,recommended he sign up with ruth youth charter school and continue with education. ,Some progress,get mentored for school/work,Hanging out with gang affiliated friends out on the streets and not going to school ,face spme kind of problem,retest,18.0,1,4.0,2.060655905,-2.185014451,0.76683186,2.31133497
70,Devonshire-Topanga-11-101-1,has recommended counseling for substance use as well as anger management thru ttc. ct has been attending for a while and has much improved over all.  ,Good progress,substance abuse/anger management/life skill,CT's problem is that he was selling substances and is usually under the influence. Bad behavior and hanging out with gang affiliated individuals. ,face spme kind of problem,retest,18.0,1,4.0,0.858569829,-2.212316654,1.5092462880000002,2.549186175
82,Devonshire-Topanga-11-103-1,referral to counseling with ttc,N/A - not applicable to this phase,get mentored for school/work,"Ct involved in substances, is part of a known gang, continues to surround himself. ",face spme kind of problem,retest,18.0,1,4.0,-0.81207907,0.203368652,0.715350145,4.430707289
86,Devonshire-Topanga-11-105-2,"recommended counseling with el proyecto, said hours would work out best. ct is excited, really wants to stop behaving wield. ",A Little progress,get mentored for school/work,"CT has issues with anger and very explosive, CT continues to hang out with affiliated members of the community and gets in trouble. Goal is to have CT disconnect herself.",need something,retest,22.0,2,4.0,,1.517680903,,-0.824177741
88,Devonshire-Topanga-11-108-1,"strongly recommend health services thur tarzana treatment center, for emotional issues and substances. ",A Little progress,get mentored for school/work,CT has both emotional and behavior issues. Which have caused him to associate or be part of a known crew in the neighborhood. Using substance being aggressive with parent,face spme kind of problem,retest,18.0,1,4.0,2.936487966,-0.8268534609999999,0.263570386,7.651180318
100,Devonshire-Topanga-11-115-1,one of the strategies recommended is for ct to attend an anger management workshop or accept therapy from inhouse mentors. ,N/A - not applicable to this phase,substance abuse/anger management/life skill,"Poor behavior, anger issues, depression. Using substances and hanging out with crew members that are negative influence. ",need something,retest,20.0,1,4.0,1.637706963,3.155232186,,2.080915116
102,Devonshire-Topanga-11-119-1,recommended life skills and anger management workshop series as well as substance information classes. ,N/A - not applicable to this phase,substance abuse/anger management/life skill,Ct's use of substances and hanging out with affiliated members and negative peers. ,face spme kind of problem,retest,20.0,2,4.0,,-2.548331564,,3.618819333
111,Devonshire-Topanga-11-123-1,ciw recommend client attend workshop for anger management. ciw will work with client on internal life skills workshops that consist of field trips as well.   ,No progress,substance abuse/anger management/life skill,substance abuse/ drinking/ anger/ gang affiliated/trauma/family behavior  ,need something,retest,17.0,1,4.0,1.748833205,1.223104452,-0.478601981,0.6712909459999999
115,Devonshire-Topanga-11-125-1,enrollment at providence tattoo removal program.,No progress,get mentored for school/work,"Ct. has visible antisocial tattoos that he would like removed, they cause tension in the community. ",face spme kind of problem,retest,21.0,1,4.0,-0.682615047,0.234890198,0.922275588,-2.143482214
121,Devonshire-Topanga-11-129-1,recommended referral with ttc for anger management and substance use. ,Some progress,substance abuse/anger management/life skill,Client struggles with his family and has community service hours to complete for his diversion program.,face spme kind of problem,retest,18.0,1,4.0,,-4.365340944,,1.421798635
125,Devonshire-Topanga-11-131-1,"recommended joining an art workshop, to better or to learn how to deal with emotions and expressing them. ",A Little progress,get mentored for school/work,"CT undergoing some depression, anger issues, due to the health issues with both of his parents. Having affiliated friends that want him to continue hanging out at hot spo",need something,retest,19.0,1,4.0,,-0.72157079,,-2.956039882
132,Devonshire-Topanga-11-162-1,"as a team, best strategy is recommendation and referral to a rehab treatment facility and mentoring. ",No progress,get mentored for school/work,The Ct's main problem is his use of substances and hanging out in hot spots with known affiliated members.  He comes from a single family household. Very unmotivated.,face spme kind of problem,retest,18.0,1,4.0,,-6.529336637,,6.199728249
243,Foothill-14-410-1,"cm provided tap card resource, drove client to metro/union station to apply for card.",Good progress,developmental asset,transportation,face spme kind of problem,retest,26.0,2,5.0,,-7.24363428,-0.062992836,0.960958926
322,Foothill-14-437-1,tattoo removal resource,Good progress,get mentored for school/work,unwanted tattoos,face spme kind of problem,retest,18.0,2,5.0,,0.543715075,,-4.040783222
346,Foothill-14-451-1,"put attendance contract in place, provide transportation as needed in an effort to improve attendance. ",A Little progress,developmental asset,poor attendance,face spme kind of problem,retest,18.0,1,5.0,,2.4247120840000003,,-3.69734782
625,Harbor-21-150-1,developmental assets,A Little progress,couseling service (employment etc),"Touchy, easily annoyed by others",face spme kind of problem,retest,21.0,1,6.0,-0.61054301,3.251961756,0.436053131,-1.4054643480000002
660,Harbor-21-167-2,developmental assets,A Little progress,couseling service (employment etc),Peer Pressure,face spme kind of problem,retest,23.0,1,6.0,-1.481667294,0.687775283,,-2.956039882
670,Harbor-21-171-1,developmental assets,A Little progress,couseling service (employment etc),Procrastinate,face spme kind of problem,retest,19.0,2,6.0,-2.6850736530000003,0.934640535,-0.243691725,-1.800046812
680,Harbor-21-175-1,developmental assets,A Little progress,couseling service (employment etc),Drinking,face spme kind of problem,retest,23.0,1,6.0,1.370629266,-0.269089541,,0.620813596
688,Harbor-21-176-2,developmental assets,A Little progress,couseling service (employment etc),Poor decision making skills,face spme kind of problem,retest,17.0,1,6.0,0.878843862,3.11018518,-0.17056363,-1.167613143
690,Harbor-21-179-1,developmental assets,A Little progress,couseling service (employment etc),Peer Pressure,face spme kind of problem,retest,19.0,2,6.0,1.051846236,-0.194556845,,-1.800046812
695,Harbor-21-184-2,developmental assets,A Little progress,couseling service (employment etc),"Housing, family",face spme kind of problem,retest,22.0,1,6.0,1.86241467,-0.5258001929999999,,-0.421949439
697,Harbor-21-196-1,developmental assets,A Little progress,couseling service (employment etc),Family issues,need something,retest,17.0,1,6.0,1.29547772,4.743458778,0.820555954,-1.617483949
701,Harbor-21-199-1,developmental assets,A Little progress,couseling service (employment etc),Grief,face spme kind of problem,retest,17.0,1,6.0,2.725443684,3.930651506,,0.652039485
704,Harbor-21-203-1,developmental assets,Some progress,couseling service (employment etc),Family Issues,need something,retest,27.0,2,6.0,-3.252010603,1.566860665,,-3.0104770160000003
706,Harbor-21-205-1,developmental assets,A Little progress,couseling service (employment etc),Family Issues,need something,retest,25.0,2,6.0,-3.175538775,2.318717192,,-2.956039882
708,Harbor-21-220-1,developmental assets,A Little progress,couseling service (employment etc),Anger issues,need something,retest,18.0,1,6.0,,2.416043765,,-2.956039882
716,Harbor-21-221-1,developmental assets,A Little progress,couseling service (employment etc),Not consistent,face spme kind of problem,retest,22.0,1,6.0,,3.4938748260000003,,-2.956039882
729,Harbor-21-223-1,developmental assets,A Little progress,couseling service (employment etc),Probation,face spme kind of problem,retest,18.0,1,6.0,,,,-1.4682170330000002
739,Harbor-21-224-1,developmental assets,A Little progress,couseling service (employment etc),Inconsistency,face spme kind of problem,retest,21.0,1,6.0,,-3.534121818,,-2.956039882
752,Harbor-21-226-1,developmental assets,A Little progress,couseling service (employment etc),Anger issues,need something,retest,19.0,1,6.0,,0.030296224,,-1.800046812
762,Harbor-21-229-1,drug awareness sessions.,A Little progress,get mentored for school/work,Substance Abuse,face spme kind of problem,retest,23.0,1,6.0,,-1.107955348,,-1.511048545
790,Harbor-21-234-1,developmental assets,A Little progress,couseling service (employment etc),Community Violence,face spme kind of problem,retest,23.0,1,6.0,,3.269185832,,-2.667041615
804,Harbor-21-237-1,developmental assets,A Little progress,couseling service (employment etc),Priorities,face spme kind of problem,retest,21.0,1,6.0,,1.089717701,,-3.69734782
810,Harbor-21-238-1,developmental assets,A Little progress,couseling service (employment etc),Issues with idle time,need something,retest,18.0,1,6.0,,2.030977686,,-4.220907221
816,Harbor-21-239-1,develop client's commitment to learning. ,No progress,get mentored for school/work,Client is not enrolled in school to obtain her GED.  ,face spme kind of problem,retest,23.0,2,6.0,,1.117444125,,-4.907778024
819,Harbor-21-242-1,developmental assets,A Little progress,couseling service (employment etc),Alcohol,face spme kind of problem,retest,23.0,1,6.0,,1.740819904,,-2.956039882
1140,Hollenbeck 1-20-103-2,clt was assisted with employment placement with ucla one source.,Task/Service successfully completed,get mentored for school/work,Client is in job search,"id, work related isssues",retest,17.0,1,7.0,,1.801007302,-2.45971996,-1.745609678
1146,Hollenbeck 1-20-104-3,clt was not register at school. clt began school at ela skill center.,Task/Service successfully completed,get mentored for school/work,CLT is a victim of crime,anger related issues,retest,17.0,1,7.0,,5.829582772,,-2.956039882
1152,Hollenbeck 1-20-105-4,clt has a 9month daughter and is not working clt will be assisted with job leads. ,Task/Service successfully completed,get mentored for school/work,CLT not working at this time.,anger related issues,retest,23.0,1,7.0,,-3.4314412880000003,,-3.353912418
1226,Hollenbeck 1-20-112-2,clt is in need of work experience to keep busy after school,No progress,get mentored for school/work,Client has an open case/CLT is currently on Probation ,anger related issues,retest,15.0,1,7.0,0.595339532,-0.867758021,4.423908916,-1.402174276
1298,Hollenbeck 1-20-115-3,utilize dmv waiver form to attain id,Excellent progress,get mentored for school/work,"court support, probation compliance, school support, ID, employment and community service hours",face spme kind of problem,retest,16.0,1,7.0,3.400650997,1.983427289,,4.438353127
1300,Hollenbeck 1-20-116-2,"enrolled client into pln paid internship
",Good progress,get mentored for school/work,"assistance with employment, school progress, probation compliance, get off house arrest, and complete service hours. ",face spme kind of problem,retest,18.0,1,7.0,-7.33766016,-0.106855316,,-2.956039882
1333,Hollenbeck 1-20-122-2,attempted to enroll into youth internship,No progress,get mentored for school/work,"needs assistance with getting enrolled into school, participate in UAM workshops, anger management, employment and housing.","id, work related isssues",retest,15.0,1,7.0,2.949291014,4.045046738,,-0.534997979
1403,Hollenbeck 1-20-130-2,cm transported clt to apply for cal id. ,Task/Service successfully completed,get mentored for school/work,CLT is not working and need of Cal ID,anger related issues,retest,17.0,1,7.0,-1.803837819,3.45108282,,2.8348943710000003
1435,Hollenbeck 1-20-131-2,clt is now receiving family counseling at home.,Excellent progress,get mentored for school/work,Not having a good relationship with parents,face spme kind of problem,retest,17.0,1,7.0,2.164370411,-0.981634768,-0.770208041,-2.197919348
1518,Hollenbeck 1-20-140-2,turn in work permit application to attain official document,Task/Service successfully completed,get mentored for school/work,"needs assistance with attaining work permit, applying for summer internship, California ID, and school progress",face spme kind of problem,retest,15.0,1,7.0,-4.172169682,3.4764161660000004,,-2.956039882
1522,Hollenbeck 1-20-147-2,apply to local jobs in the community,Good progress,get mentored for school/work,"needs assistance with HiSET pre classes to take exam, drivers license, employment search, college and tokens",face spme kind of problem,retest,18.0,1,7.0,0.6637160879999999,2.426898045,0.411677099,-1.331775753
1580,Hollenbeck 1-20-183-2,"cm will provide encouragement, support and mentoring. ",N/A - not applicable to this phase,developmental asset,Client is in need of mentoring,anger related issues,retest,15.0,2,7.0,3.875292811,2.582785334,,2.205750773
1598,Hollenbeck 1-20-184-2,referral to usc telehealth ,Good progress,get mentored for school/work,counseling ,face spme kind of problem,retest,17.0,2,7.0,,-0.087143513,1.328547398,1.772692564
1658,Hollenbeck 1-20-217-2,clt enrolled at lincoln heights high school ,Task/Service successfully completed,get mentored for school/work,Need of counseling services,anger related issues,retest,17.0,1,7.0,,2.54708586,,-3.0104770160000003
1696,Hollenbeck 1-20-228-2,cm will assist clt with obtaining birth certificate,Task/Service successfully completed,get mentored for school/work,CLT is looking for work,anger related issues,retest,33.0,1,7.0,,-1.0665902859999998,,-2.667041615
1729,Hollenbeck 1-20-243-1,clt is working and gaining work experience,Task/Service successfully completed,get mentored for school/work,CLT is in need of housing,anger related issues,retest,18.0,2,7.0,,-4.157865537,,-4.329781489
1735,Hollenbeck 1-20-244-1,cm will provide dmv waiver form and assist client in obtaining all necessary work ready docs.,Good progress,get mentored for school/work,Client is in need of support and encouragement,anger related issues,retest,19.0,2,7.0,,-9.186087348,,-4.329781489
1841,Hollenbeck 1-20-76-3,ct going to finish drug abuse classes to get off probation. ,Some progress,get mentored for school/work,CT is looking to get off Probation. ,face spme kind of problem,retest,18.0,1,8.0,,-5.227483219,,1.596012955
1859,Hollenbeck 2-20-10-3,cm continued to meet probation requirements. ,Task/Service successfully completed,get mentored for school/work,probation compliance ,face spme kind of problem,retest,17.0,2,8.0,,2.565493201,,-1.983460883
1914,Hollenbeck 2-20-31-3,getting ct's paper work together to get enrolled into job corps in dtla. ,Good progress,get mentored for school/work,CT wants to get in Job Corps and wants to be a Police Officer. ,face spme kind of problem,retest,18.0,1,8.0,,-1.487185531,,-2.888931431
1967,Hollenbeck 2-20-45-2,clt suffers with anger management and impulisivity,Some progress,substance abuse/anger management/life skill,"High School, client is struggling with some classes and requires credit recovery. ",face spme kind of problem,retest,16.0,2,8.0,,-1.716257118,,-1.08125323
2000,Hollenbeck 2-20-50-3,cm will assist client with enrolling for extra credit offered with the classes he needs improvement.,Some progress,get mentored for school/work,Clients grades need improvement. Client asked for assistance with credit and grade recovery. ,face spme kind of problem,retest,18.0,1,8.0,,1.75690692,3.130237475,0.854523522
2018,Hollenbeck 2-20-52-3,draw up ct's resume,Task/Service successfully completed,get mentored for school/work,School Support/Tutoring; tattoo removal,face spme kind of problem,retest,16.0,2,8.0,,2.110779013,,1.79520692
2026,Hollenbeck 2-20-68-2,assist ct to enroll in school for ged,Task/Service successfully completed,get mentored for school/work,School enrollment/support; anger mngt./ mentorship,face spme kind of problem,retest,20.0,1,8.0,,1.153536919,-0.103286695,-3.353912418
2070,Hollenbeck 2-20-85-2,asst. ct to go to the ss off. to apply for another ss card,Task/Service successfully completed,get mentored for school/work,Social Security Card,face spme kind of problem,retest,43.0,1,8.0,-4.265363668,,,5.499697911
2078,Hollenbeck 2-20-89-2,began enrollment to dv class. ,Good progress,get mentored for school/work,Client is in need of enrolling in a Domestic Violence Class. ,anger related issues,retest,30.0,2,8.0,,0.73703153,-0.438308122,-3.940043009
2125,Hollenbeck 2-20-110-2,clt will attend and be enrolled in therapy and anger management session to reduce substance abuse,Good progress,substance abuse/anger management/life skill,Client is in need of enrolling and attending Substance Abuse regularly. ,anger related issues,retest,15.0,2,8.0,,-4.351130473,,0.800086388
2299,Hollenbeck 2-20-131-2,case manager will help client enroll into a school of his interest/area. case manager will also help client get all documentation needed for school enrollment. ,A Little progress,get mentored for school/work,Client needs to enroll into school. ,"id, work related isssues",retest,14.0,1,8.0,,,,-0.102094087
2347,Hollenbeck 2-20-132-2,"case manager and client will meet to discuss local job listings, as well as build client's resume. ",A Little progress,get mentored for school/work,Employment.,gang related issues,retest,24.0,1,8.0,,2.883963922,3.650537965,2.892621577
2368,Hollenbeck 2-20-136-2,clt will go to school everyday and seek assistant from ciw/cm,Task/Service successfully completed,get mentored for school/work,Client does not attend school since graduating high school. ,face spme kind of problem,retest,21.0,2,8.0,,-0.267007918,4.259884377,-2.08904508
2459,Hollenbeck 2-20-143-2,cm assisted clt with turning completed paperwork to finish enrollment. ,Good progress,get mentored for school/work,Client is in need of housing. Currently client is sleeping from house to house. ,anger related issues,retest,19.0,2,8.0,-0.414626038,4.308106982,,0.600738105
2471,Hollenbeck 2-20-145-2,enrolled ct in internship available with sea for the ink foundry to learn graphic designer skills.,Task/Service successfully completed,get mentored for school/work,Client shared he does not like a lot of free time and is open to working anywhere. Both CM and CIW will assist client with his job search.,face spme kind of problem,retest,20.0,1,8.0,,3.923214279,1.416349525,-1.437359949
2489,Hollenbeck 2-20-146-2,"clt, will attend y.e.s, and follow all the goals, ciw/cm",A Little progress,get mentored for school/work,Client has been fighting with peers and family removed her from her last school. Family is asking for assistance in enrolling client into a new school.,face spme kind of problem,retest,15.0,2,8.0,,-2.931104093,,-1.643315553
2507,Hollenbeck 2-20-149-2,enrolled client in school. ,Excellent progress,get mentored for school/work,Clients school was closing down and therefore client needs to enroll into a new school for his new school ear. ,"id, work related isssues",retest,16.0,1,8.0,,-0.125852214,,0.093964124
2538,Hollenbeck 2-20-154-2,client will continue to attend class on a regular basis and complete the course. ,Good progress,get mentored for school/work,Client is in need of housing. ,anger related issues,retest,23.0,1,8.0,1.331891361,4.548380611,,-0.633117832
2542,Hollenbeck 2-20-158-3,client will enroll in domestic violence classes.,Excellent progress,get mentored for school/work,Client shared she recently got out of a long term relationship of domestic violence and is seeking counseling. CM will assist client with enrolling into counseling.,face spme kind of problem,retest,23.0,2,8.0,2.497563797,-1.364425231,,-0.680090623
2723,Hollenbeck 2-20-165-2,clt needs to attend probation visits on a regular basis to meet probation requirements,Some progress,get mentored for school/work,Client is currently on probation and must abide by the demands of her Probation Officer. ,face spme kind of problem,retest,18.0,2,8.0,1.367077391,1.128193884,,0.5773123720000001
2751,Hollenbeck 2-20-169-2,cm and ciw looking into some independent schools for ct. ,Task/Service successfully completed,get mentored for school/work,CT mentioned he wants to enroll into new School. ,face spme kind of problem,retest,16.0,1,8.0,,0.188032022,,-0.696052012
2769,Hollenbeck 2-20-171-2,cm is going to have ct fill out tele health paperwork so that ct can get free counseling. ,Some progress,get mentored for school/work,CT is in need of Counseling. ,anger related issues,retest,17.0,1,8.0,,0.25495718300000003,2.212975318,-2.378043347
3012,Hollenbeck 2-20-192-2,"cm will mental offer and help client enroll in counseling and will also encourage family reunification. 
",A Little progress,get mentored for school/work,"Client and immediate family members do not get along in the home. 
Client has shared she has a hard time expressing herself and has a lot of anger towards her mother. ",face spme kind of problem,retest,16.0,2,8.0,,-2.781157067,,-2.275749222
3124,Hollenbeck 2-20-199-2,cm has requested in the clients behalf financial assistance to help family obtain a replacement birth certificate. ,Some progress,get mentored for school/work,Client and family is asking for assistance in obtaining a birth certificate which was lost. ,face spme kind of problem,retest,15.0,1,8.0,,0.88206147,1.419079176,0.18690418
3142,Hollenbeck 2-20-200-2,cm looking into different programs to get ct community service hour done. ,Some progress,get mentored for school/work,CT needs to work on getting Community Services Hours Finished. ,"id, work related isssues",retest,17.0,1,8.0,,-0.7440253590000001,,-1.800046812
3160,Hollenbeck 2-20-201-2,"cm will assist client with (job readiness/training, seeking employment, resume writing, interviewing skills, etc.) ",A Little progress,get mentored for school/work,Client is currently unemployed and does not have a permanent source of income to provider for her two children. ,face spme kind of problem,retest,21.0,2,8.0,,-3.270642252,,-2.378043347
3240,Hollenbeck 2-20-202-2,cm is looking into independent study schools for ct can get enrolled. ,Some progress,get mentored for school/work,CT wants to get back into some type of Schooling. ,face spme kind of problem,retest,18.0,1,8.0,,-1.466625854,2.6288265230000003,0.870484912
3371,NHSEA-0-299-4,cm assisted clt with attending wioa info session at bh tech center ,Some progress,get mentored for school/work,Tier 2 - Education; client needs assistance with school enrollment to complete 15 credits for HS,"id, work related isssues",retest,20.0,1,8.0,,-2.447351959,,-1.800046812
3516,Hollenbeck 3-20-199-2,cm will assist clt at the dmv and ss office to assist clt in obtaining documents in order for clt to be able to work. ,N/A - not applicable to this phase,get mentored for school/work,CLT is in need of work ready documents. ,anger related issues,retest,17.0,2,9.0,,-3.34753568,,-4.907778024
3601,Hollenbeck 3-20-240-2,cm will assist clt in obtaining his ca id.,A Little progress,get mentored for school/work,CLT needs his CA ID.,anger related issues,retest,17.0,1,9.0,,6.65821898,,1.952789386
3609,Hollenbeck 3-20-241-2,cm will assist clt in enrolling into school. ,A Little progress,get mentored for school/work,CLT is not enrolled in school. ,anger related issues,retest,20.0,2,,,1.54729459,,-5.485774558999998
3668,Hollenbeck 3-20-257-1,"cm needs to get clt enrolled into parenting classes, that work w/ clts working schedule. ",A Little progress,get mentored for school/work,CLT needs to complete parenting classes. ,"id, work related isssues",retest,23.0,1,9.0,,3.891238801,,6.316248356
3696,Hollenbeck 3-20-264-1,cm will assist clt w/ preparing clt for driving test and assisting at the dmv.,A Little progress,get mentored for school/work,CLT is in need of drivers license. ,anger related issues,retest,19.0,2,,,2.761783727,,1.557355715
3778,Hollenbeck 3-20-298-1,cm will assist clt w/ creating a resume. ,Task/Service successfully completed,get mentored for school/work,CLT does not have a resume. ,anger related issues,retest,19.0,2,,,1.715417519,,-3.302765356
3843,Newton 1-17-56-2,cm will meet with client as much as possible to talk to client about thinking things over before and evaluating if it is the right thing to do.,Good progress,get mentored for school/work,Client is an impulsive risk taker and is constantly getting in trouble.,face spme kind of problem,retest,16.0,2,12.0,,2.697471818,0.272393258,1.451771518
3845,Newton 1-17-59-2,gryd staff will utilize participant's desire to change to encourage and support him in achieving the changes he is making in his life.,N/A - not applicable to this phase,get mentored for school/work,Participant makes personal decisions without considering the repercussion of his actions on himself and his family. ,face spme kind of problem,retest,21.0,1,12.0,,3.715941267,-0.7307933120000001,-3.353912418
3857,Newton 1-17-70-1,cm me with client and spoke to her about gbb substance abuse class. client stated she was not interested and will think about it. client wants to slow down on her smoking.,Excellent progress,substance abuse/anger management/life skill,Client I strongly misusing marijuana on a daily basis and is creating problems at school by getting caught with edibles inside campus. ,face spme kind of problem,retest,15.0,2,12.0,-0.6991936,-0.7656829490000001,-0.8742926609999999,4.321651525
3910,Newton 1-17-116-2,client will be refer to take anger management class to fulfill his probation.,Excellent progress,substance abuse/anger management/life skill,Client is currently on probation ,face spme kind of problem,retest,15.0,1,12.0,,-3.396886347,,-2.956039882
3971,Newton 1-17-128-1,client will be working close with cm and will be talking about the importance of having respect for his mother and following rules. cm will be meeting with client once a week for mentorship.,N/A - not applicable to this phase,get mentored for school/work,Client is oppositional with mother and does what ever he wants.,face spme kind of problem,retest,14.0,1,12.0,,2.424259827,0.3381843370000001,-0.93305201
3978,Newton 1-17-145-1,cm and ciw will provide gang intervention services to motivate client to change his perspective on the current friends he has.,Excellent progress,get mentored for school/work,Client is starting to become associated with local community members which is resulting in negative behaviors.,face spme kind of problem,retest,16.0,1,12.0,,2.65777297,,-2.015356484
3980,Newton 1-17-156-1,client will attend life skill classes at going beyond boundaries once a week,Excellent progress,substance abuse/anger management/life skill,Client has tattoo on chest which mother wants removed client is easy influenced by friends.,face spme kind of problem,retest,15.0,2,12.0,0.374879696,-1.559319946,,0.745649254
3984,Newton 1-17-160-1,cm and ciw will work with client and make sure that client is attending school and is staying out of trouble.,N/A - not applicable to this phase,get mentored for school/work,Client has excessive truancy and is in danger of getting expel from high school.,face spme kind of problem,retest,16.0,2,12.0,,2.009513677,1.575402034,2.424350518
3987,Newton 1-17-170-1,client will meet with cm for strategies to make better decisions.,Good progress,get mentored for school/work,Client makes bad choices and decisions.,face spme kind of problem,retest,15.0,2,12.0,,4.754422918,0.119556575,-2.670331687
4001,Newton 1-17-187-1,"case manager will counsel minor about his negative interaction with his parents ever since he started associating with community members, and ciw will talk to participant about the perils of being involved with community members. ",Good progress,get mentored for school/work,Minor has been very defiant at hone with his parents ever since he started to associate with community members.,face spme kind of problem,retest,15.0,1,12.0,,3.01829317,0.234829051,-2.667041615
4009,Newton 1-17-189-1,client will be refer to the life skills class to attend thursdays.,N/A - not applicable to this phase,substance abuse/anger management/life skill,Client is hanging around with local community members and is using drugs.,face spme kind of problem,retest,16.0,2,12.0,-3.539087768,0.557338232,,-2.378043347
4011,Newton 1-17-190-2,client will be receiving mentoring and intervention services from case manager and ciw.,N/A - not applicable to this phase,get mentored for school/work,"Client currently hangs around with known community members, and this affects his academics and behavior.",face spme kind of problem,retest,17.0,1,12.0,,1.394287963,0.58925448,-1.980170811
4022,Newton 1-17-200-1,client was referred to anger management.,N/A - not applicable to this phase,substance abuse/anger management/life skill,Minor has difficulty handling his feelings and emotions.,face spme kind of problem,retest,17.0,1,12.0,,0.386172655,0.807367779,-1.347555647
4024,Newton 1-17-206-1,gryd staff will counsel client about the perils of associating with community members.,Good progress,get mentored for school/work,Client spends time with community members.,face spme kind of problem,retest,18.0,1,12.0,,3.665175643,0.698311129,-2.667041615
4032,Newton 1-17-207-1,"given youth's good disposition, gryd staff will counsel participant about the detrimental impact of associating with community members. ",Good progress,get mentored for school/work,Minor associates with known community members.,face spme kind of problem,retest,13.0,2,12.0,,1.336409576,0.903750716,-1.691172544
4040,Newton 1-17-208-1,client will participate in 52 sessions of domestic violence.,Good progress,get mentored for school/work,Client has a lot of difficulty handling his emotions and feelings.,face spme kind of problem,retest,24.0,1,12.0,,-0.885597656,-3.738352704,-3.986346087
4049,Newton 1-17-226-1,client will be refer to el nido family center for professional therapy.,Good progress,get mentored for school/work,Client has anger issues that are getting out of hand and may even get someone hurt. ,need something,retest,15.0,2,12.0,,1.199508697,,-0.387802283
4051,Newton 1-17-227-1,gryd staff will utilize minor's desire to change to help him strengthen his resolve to make better decisions about how he handles his emotions.,N/A - not applicable to this phase,get mentored for school/work,Minor has a tendency to get upset easily and to react verbally aggressively. ,face spme kind of problem,retest,18.0,1,12.0,,1.357477609,2.352259159,-3.986346087
4059,Newton 1-17-230-1,"through a combination of life skill classes and conversations with gryd staff, client will become aware of triggers which make him act impulsively and to assist him make healthier decisions.",N/A - not applicable to this phase,substance abuse/anger management/life skill,Client acts impulsively which impacts significantly his decision making skills. ,face spme kind of problem,retest,20.0,1,12.0,,4.05532726,-3.271019784,-3.24503815
4067,Newton 1-17-231-1,client will be referred to anger management classes at going beyond boundaries. ,N/A - not applicable to this phase,substance abuse/anger management/life skill,client has a problem controlling his anger which causes him to act impulsively to his own detriment. ,face spme kind of problem,retest,18.0,1,12.0,,2.8112902230000003,-0.198790503,-2.956039882
4075,Newton 1-17-232-1,gryd staff will utilize client's good disposition to counsel and provide him with services to deter him from continuing associating with community members.,N/A - not applicable to this phase,get mentored for school/work,Participant associates with community members.,face spme kind of problem,retest,22.0,1,12.0,,0.022782309,-0.57210547,-3.408349552
4083,Newton 1-17-233-1,client will be refer to the life skills class offer by the gbb agency.,N/A - not applicable to this phase,substance abuse/anger management/life skill,Client has anger issues and has hit her father as a result of her anger.,need something,retest,15.0,2,12.0,,3.494875874,,-2.956039882
4102,Newton 1-17-276-2,cm recommended client to take life skills for anger management once week.cm will follow up with client to have mentoring session.,Good progress,substance abuse/anger management/life skill,Client has anger issues .,need something,retest,16.0,1,,,2.965770387,,-3.24503815
4124,Newton 2-23-15-1,"client has no medical coverage, needs to see a doctor to be checked. client had not seen a doctor and needs to be checked for any physical ailments.",Task/Service successfully completed,get mentored for school/work,Needs medical access to obtain healthy living. Has nitt Ben to a doctor in a few years,face spme kind of problem,retest,26.0,1,13.0,,-5.266591683,0.201115684,-5.485774558999998
4152,Newton 2-23-69-2,"enroll client in gryd program, anger management classes, have client attend employment readiness workshops and trc group/individual counseling services.",Task/Service successfully completed,substance abuse/anger management/life skill,Summary Probation,face spme kind of problem,retest,20.0,1,13.0,-2.410832956,-1.429258695,,2.411372478
4170,Newton 2-23-84-1,drug counseling services. ciw will conduct drug free world session with client each week for 5 weeks.,Task/Service successfully completed,get mentored for school/work,"client has issues with a friends that encourages him to smoke. parent caught son with weed. Referral will be done to shields his therapy location.
",face spme kind of problem,retest,15.0,1,13.0,,-1.118050015,-2.101079024,-2.670331687
4178,Newton 2-23-86-2,"ciw will take client to obtain her california identification card, due to client's financial state, a fee waiver will be used to help client. ",Task/Service successfully completed,get mentored for school/work,Client is in need of a California identification card.,anger related issues,retest,18.0,2,13.0,,1.099015137,-1.079002915,-4.329781489
4187,Newton 2-23-92-2,cm will develop an action plan to work around clients school schedule to come in 2x a week to complete community service hours for probation requirements.,Task/Service successfully completed,get mentored for school/work,"Client needs Community service hours completed, for clients probation conditions. ","id, work related isssues",retest,15.0,1,13.0,,2.233740286,0.951746257,-5.485774558999998
4195,Newton 2-23-113-2,enroll client in trc core group.,Task/Service successfully completed,get mentored for school/work,Client assessment indicated client need trauma counseling. ,anger related issues,retest,16.0,2,13.0,,,,0.141821114
4216,Newton 2-23-126-1,have client participate in program to keep him away from negative peers. client has positive outlook.,Task/Service successfully completed,get mentored for school/work,Minimizing interaction with negative peers.,face spme kind of problem,retest,16.0,1,13.0,1.970427982,2.683879562,-1.030250852,2.464930475
