ID,Strategy,Progress,Classification,Strategy_Label
Newton 2-23-209-1,client was informed of how to get into one of voa's homeless family shelters ,Good progress,0,Mentorship for school/job readiness
Newton 2-23-209-1,"client's father was referred to summer night lights for employment, he was hired as support staff, do to this job now they have enough money to rent there own place ",Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-209-1,referred client to youth jobs ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-210-1,introduce client to alternative art classes. push client to show his art.,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-210-1,un-sportsmen like behavior. increase client engagement with sports by allow client to take an activity role in leading basketball games. provide client with real life examples of team work.,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-211-1,"• client is transferring school (westchester high school). client feels she need a new environment. (however, client nor her mother has started to progress to transfer the client to the new school). 

check-in with client to make sure family is taking steps to change the clients school.",No progress,0,Mentorship for school/job readiness
Newton 2-23-213-1,take client to go get birth certificate,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-213-1,take client to dmv to get id,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-213-1,directed client o how to aquire work permit,Some progress,0,Mentorship for school/job readiness
Newton 2-23-213-1,directions on how to get work permit. actually had to walk him thru the process,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-214-1,"tcs will mentor client, tcs will as well have client come into program 2x a week to meet with they instructor to assist client to get involved in boxing. ",Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-214-1,ciw will assist client and transport client to our local job fairs in the community. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-214-1,tcs will assist client for recommended job readiness workshops. client will attend 2x a week to engage with other clients who attend these workshops to help each other grow. ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-215-1,referred client to hopics for trauma counseling.  ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-215-1,following up on client on a weekly basis by mentoring and offering guidance. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-216-1,team will assist client complete his community service hours in house in order to meet p.o requirements.  ,Task/Service successfully completed,2,Engage in community service
Newton 2-23-216-1,"case manager will take client to obtain his california identification card, due to client's financial state, a reduce waiver will be used to help client.",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-216-1,referre client to hopics for trauma counseling.  ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-217-1,due to client getting out of the federal prison client will be referred to homeboys industry for re-entry program.,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-217-1,cm will conduct wrap around services 1 x a week. to provide counseling services for program requirements. cm will via phone client for a reminder to come in for sessions needed.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-217-1,cm will provide job leads for client as well transport client to up coming job fairs. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-218-1,client was referred to work source.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-218-1,got employment at smart and final,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-219-1,client has been enrolled in voa community service program. cm will stay in contact with client in regards to meeting the needs of probation requirements. ,Excellent progress,2,Engage in community service
Newton 2-23-219-1,spoke with probation officer about reducing client monthly fee from 70 to $25.00. client will not pay $25.00 monthly until all fees are paid in full. ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-220-1,•speak with client about going to court and clearing up business her had not handled,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-220-1,• need to complete 28 hours of community service for traffic,A Little progress,2,Engage in community service
Newton 2-23-220-1,refer client to hopics homeless support program. ,Some progress,0,Mentorship for school/job readiness
Newton 2-23-220-1,provided client with referral to city of hope for assistance with light bill.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-221-1,show him that all authority figures are not bad,Good progress,0,Mentorship for school/job readiness
Newton 2-23-221-1,he client come to the center on a daily to ensure he completes his hours,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-223-1,showim not to depend on sports and to look at other activities,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-223-1,take him to get id,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-223-2,to get client more involved with school mentors,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-224-1,client and mother will take family counseling. new plan: cm team will invite client mother to attend events were client presents her writing/poems ,Some progress,0,Mentorship for school/job readiness
Newton 2-23-224-1,client will do community service in house to meet probation requirements.,Excellent progress,2,Engage in community service
Newton 2-23-224-1,develop relationship with client; continue to speak with client about deportation laws and the political climate of the us. provide client with support in areas of his developing as a writer. encourage client to complete probation requirements. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-225-1,the strategy is when he gets off house arrest is to have him spend more time at the center,No progress,0,Mentorship for school/job readiness
Newton 2-23-226-1,ciw and cm will provide client with after school tutoring. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-227-1,team will assist client meet his probation requirements in-house in order to terminate his probation. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-227-1,team will have client come in to office to complete his community service hours.,Good progress,2,Engage in community service
Newton 2-23-228-1,client will keep all appointments given to complete work shops and one on one with case manager.,N/A - not applicable to this phase,0,Mentorship for school/job readiness
Newton 2-23-228-1,enroll client in drug education class.,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-228-1,client has already been enrolled in hopic trauma group. cm spoke with client and trc counselor about moving client to individual counseling.,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-228-1,enroll client in anger management class. ,Some progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-228-1,speak with client mother about re-enrolling him in school. support family with the process. ,Some progress,0,Mentorship for school/job readiness
Newton 2-23-229-1,complete community service hours and anger management/family counseling. offer client ways to complete community services by assisting in giving back to the community.,Good progress,2,Engage in community service
Newton 2-23-229-1,assist client in locating school and assist client in completing enrollment process.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-229-1,refer client to trc trauma counseling group,Good progress,0,Mentorship for school/job readiness
Newton 2-23-229-1,enrolled client in education class here at voa,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-229-1,enrolled client in anger management class here at voa,A Little progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-230-1,client referred to homeboy industries for employment ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-231-1,mentoring and assisting client and her boy friend with employment ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-233-1,assisted client with resume for employment ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-234-1,ciw will provide all task for client to complete probation requirements,Task/Service successfully completed,2,Engage in community service
Newton 2-23-235-1,client needs to keep all appointed appointments for cm can do one on one counseling services.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-235-1,cm will implement an action plan for client to commit to program activities to complete hours needed to complete probation. cm will follow up with client by touching basis via phone for a reminder to keep up with all given appointments. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-235-1,cm will develop an action plan so that client will commit to 1x a week on tuesdays for workshops that cm will be conducting.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-236-1,cm will develop a plan for clients to come in 1x a week to complete hours needed for completion of hours.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-236-1,cm will conduct home visit to make sure client stays focused in all areas needed to complete all program requirements. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-237-1,get client to complete community service and help him gain employment in order to keep client busy.,Excellent progress,2,Engage in community service
Newton 2-23-238-1,will continue to mentor client and assist with probation criteria ,Some progress,0,Mentorship for school/job readiness
Newton 2-23-239-1,follow all probation requirements. client will attend all workshops facilitated by voala.,Good progress,0,Mentorship for school/job readiness
Newton 2-23-239-1,case manager will help client find a new school.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-240-1,"strategy recommended to address this problem will be to assist client meet his probation requirements like getting back in school. also, ciw will assist client in obtaining employment.",A Little progress,0,Mentorship for school/job readiness
Newton 2-23-241-1,client has been staying with family in the streets and is currently looking for housing. cm will refer family to housing assistance. cm will continue to assets clients situation to guide them in the right direction.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-241-1,"cm will mentor client and provide her with workshops life skills. client will commit to 1x a week to programing. cm will commit to via call client every week for a friendly reminder, ",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-241-1,cm will provide client with job assistance in job leads connect client with agency's. provide client with job referrals. client will commit to programing so cm will continue to assist client on networking. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-242-1,the strategy recommended to address the problem being on probation is to assist client meet his probation requirements. the requirements that we needed to help client meet were community service hours and getting client enrolled in school. ciw will assist client with resources for school.,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-243-1,client needs help and will be tutored; will work to check if there is support at school and inform parent of options,Some progress,0,Mentorship for school/job readiness
Newton 2-23-243-1,will give client a free id voucher as well as give client a ride to dmv,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-244-1,refer client to hopics trc core program. trauma counseling services.,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-244-1,client needs to complete high school.,Good progress,0,Mentorship for school/job readiness
Newton 2-23-244-1,provide client with job leads. and assist her in updating resume,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-244-1,client loss job-update resume and provide client with job leads.,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-244-1,"assist client in requesting transcripts, completing enrollment package ",Good progress,0,Mentorship for school/job readiness
Newton 2-23-245-1,team will refer client to our in house classes that are facilitated by voa staff. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-245-1,team will have client come in to our gryd site and work on completing his community service hours.,Task/Service successfully completed,2,Engage in community service
Newton 2-23-245-1,team will assist client with his conditions of probation in our voala gryd site. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-245-1,team will refer client to our in house substance abuse classes.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-246-1,team will find resources in order to help with tattoo removal. ,No progress,0,Mentorship for school/job readiness
Newton 2-23-246-1,referred client to hopics for trauma counseling.,Some progress,0,Mentorship for school/job readiness
Newton 2-23-246-1,team will have one on one and group sessions with client to start interacting with positive peers.                                                  ,Good progress,0,Mentorship for school/job readiness
Newton 2-23-246-1,"have client enrolled into home studies. that way client can work on her own paste.
",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-246-1,"case manager will take client to obtain her california identification card, due to client's financial state, a fee waiver will be used to help client. ",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-247-1,client has been assessed and referred to hopics trauma group. cm will also provide client with individual counseling services. ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-247-1,client has been enrolled in community service program here at voa. cm will assign and monitor client progress in completing community service hours.,Task/Service successfully completed,2,Engage in community service
Newton 2-23-248-1,enroll client in community service program at voa. cm will monitor client progress in completing community services hours,A Little progress,2,Engage in community service
Newton 2-23-248-1,"enroll in trc group.
enroll in community program here at voa
individual counseling/mentoring with cm",Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-249-1,enroll client in community service program here at voa,Task/Service successfully completed,2,Engage in community service
Newton 2-23-249-1,assist client in enrolling in community service program and counseling services. ,Task/Service successfully completed,2,Engage in community service
Newton 2-23-250-1,"assist client in meeting probation requirements:
keep his grades up
attend school on time 
employment services
counseling services
mentoring ",Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-250-1,referral to trc group. trauma counseling services. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-250-1,client need employment to assist with family and personal growth.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-251-1,cm and ciw will provide gang awareness workshops,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-252-1, trauma awareness classes,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-253-1,cm will provide anger management workshops.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-254-1,to drop in on school campus and make sure hes in class andto attempt to keep him involved in gryd program and drop him off at home,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-254-1,mentor him on bad language and consenquences,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-255-1,look for alternative ways to help him spend 2 x per week away from gang activity with life skills support or outings away from area,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-255-1,referral for shelter where he can get support services and become stable to keep his job ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-255-1,"provide leads for jobs, prepare client to start updated resume. use support with case manager at shelter or at gryd program.",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-256-1,client will start his community service hrs in house and continue until he completes all required hours.,Task/Service successfully completed,2,Engage in community service
Newton 2-23-256-1,team will have client attend anger management workshop.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-256-1,referred client to hopics for trauma counseling.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-257-1,"cm will provide anger management workshops, and continue to contact client for all up coming appointments and sessions to keep client active and involved in our program.",Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-258-1,"create/update resume, provide client with job leads, have client register with edd office. (cal-jobs)",A Little progress,0,Mentorship for school/job readiness
Newton 2-23-258-1,provide client with dmv fee wavier for id,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-258-1,provide client with transportation to social security building,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-258-1,have team offer client support. show client what a positive support system looks and feels like. ,Some progress,0,Mentorship for school/job readiness
Newton 2-23-259-1,assist client in completing probation requirements: enroll in anger management and drug educational classes. offer and assist client with homework. ,A Little progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-259-1,enroll class in anger management classes at voa,Some progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-259-1,enroll client in drug education classes at voa,Some progress,0,Mentorship for school/job readiness
Newton 2-23-260-1,take advantage of her desire to want to learn by following up at school with her teachers and willingness for 1 on 1 sessions and mentorship,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-260-2,provide client and her with local credit recovery school information. ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-261-1,to be a mentor and help client with her school work to better improve her grades,Good progress,0,Mentorship for school/job readiness
Newton 2-23-261-1,client has been receiving help with school work ang grades are improving,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-261-2,provide client and mother information on local credit recovery school. check-in with client regarding school goals,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-262-1,client has expressed a desire to train for boxing. client has been enrolled in boxing gym to assist with developing positive relations with other youth. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-262-2,team will assist client by enrolling him into our in house anger management workshops.,Good progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-262-2,team will assist client meet his conditions of probation through the gryd program. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-263-1,enrolled client in community service program here at voa. ,Some progress,2,Engage in community service
Newton 2-23-263-1,assist client in completing probation requirement ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-264-1,enroll in community service program here at voa. ,Task/Service successfully completed,2,Engage in community service
Newton 2-23-264-1,enroll client in anger management class,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-264-1,referral client to hopics (trc/gryd core program) for counseling services,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-265-1,gryd will provide all workshops needed.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-266-1,cm will provide substance abuse & anger management workshops.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-266-1,cm will work with client to provide client with a set schedule 2x week to complete her hours. cm will via phone client every week to contact client in regards to her appointments.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-267-1,gryd will provide all workshops for client,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-268-1,client was successfully enrolled in school,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-270-1,enroll in substance abuse classes,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-271-1,client will commit to engaging in our workshop activity's as a volunteer to assist tcs in handling activity's passed out for clients attending. ,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-271-1,client had community service and client has successfully finished it well as a substance abuse work shop course client has been coming on time and has been more responsible ,Task/Service successfully completed,2,Engage in community service
Newton 2-23-272-1,clients strategy plan will be to commit to program activities to complete probation requirements. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-272-1,cm has instructed client to commit to program engagement to complete hours that task will be given to complete. cm will follow up with clients appointments for a reminder to program.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-272-1,cm will commit to provide anger/management workshops so client will learn how to self control aggression tension cm will conduct home visits to keep client pro active for program commitment service requirements. cm will develop action plan to assist client on a set schedule 2x a week. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-273-1,team will have client participate in the substance abuse workshops that voala facilitates. ,No progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-273-1,case manager will advise client to stay in a after school program to get help with tutoring.  ,No progress,0,Mentorship for school/job readiness
Newton 2-23-273-1,case manager will referred client to our anger management services.,No progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-274-1,team will assist client meet all requirements in order to terminate his probation. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-274-1,case manager will refer client to a 10-12 week session of drug education classes in order to meet probation requirement.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-274-1,team will assist client complete his community service hours at our voala site.,Excellent progress,2,Engage in community service
Newton 2-23-274-1,team will referred client to our in house anger management workshops.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-275-1,mentor client and involve client in workshops we provide,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-276-1,team will refer client to our in house anger management classes.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-276-1,team referred client to our in house substance abuse classes.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-277-1,team will assist client meet all probation requirements in order to terminate her probation.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-277-1,have client participate in our substance abuse educational workshops that voala staff facilitates in house. ,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-277-1,team will have client complete her community service hours in house.,Task/Service successfully completed,2,Engage in community service
Newton 2-23-277-1,referred client to hopics for trauma counseling.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-278-1,team will assist client fulfill his probation obligations at our voa site. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-278-1,"team will assist client complete his community service hours, by giving client chores around the office in order to fulfill his requirements. ",Good progress,2,Engage in community service
Newton 2-23-278-1,client will be referred to our in house substance abuse workshops that are facilitated every thursday at our voa site from 4:30pm-5:30pm.,Good progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-279-1,team will referred client to all our in house services in order to terminate his probation.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-279-1,team will assist client complete his community service hours in house 'gryd program',Task/Service successfully completed,2,Engage in community service
Newton 2-23-279-1,case manager will refer client to a 10-12 week session of drug education classes per probation requirement. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-279-1,referred client to hopics for trauma counseling.,Good progress,0,Mentorship for school/job readiness
Newton 2-23-279-1,client will be referred to our anger management workshops that voala staff facilitates every tuesdays.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-280-1,enroll client in voa drug education classes,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-281-1,ciw will work with cm in providing anger management workshops,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-283-1,anger management groups and keeping her occupied,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-284-1,"enroll client in gryd and provide client with resources needed to get on the right track. 

*anger management
*referral to dv classes at 2nd call",Good progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-284-1,enroll client in anger management classes here at voa.,Good progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-286-1,cm will facilitate anger management workshops for client. cm will make sure client attends all workshops needed to complete services as directed through cm.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-286-1,"cm will commit to 1x week, to via phone client for a friendly reminder for clients counseling sessions. cm will conduct an hour of individual counseling services to assist client service needs.",Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-286-1,"cm and ciw will assist client to get connected with the boxing trainer.
cm will have client come in 1x a week to meet with trainer",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-287-1,cm will implement a plan 1x a week for client to come into office for individual counseling services that cm will provide client. cm will via phone client for a friendly reminder to come into office for sessions being conducted at voala. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-287-1,"cm and ciw will walk client through voala boxing program, to meet with the gym instructor for boxing services.",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-287-1,team will assist client complete his community service hours in house by having client help around the office with cleaning up. ,Task/Service successfully completed,2,Engage in community service
Newton 2-23-287-1,team will assist client enroll into a local school per probation/court requirement.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-287-1,team will refer client to crcd and have the youth ambassador put his name on the list in order to start the job orientation. ,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-288-1,ciw will keep close contact for client to attend program 1x a week on tuesdays for anger management life skills classes. ciw will via phone client for a friendly reminder and transport client to make sure client attends all program services. ,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-288-1,client will be referred to internal substance abuse ,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-289-1,ciw will refer client to boxing,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-290-1,team will find ways to get client into an emergency shelter through our volunteers of america program. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-290-1,team will assist client with job leads in order for client to gain employment.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-291-1,cm will refer client to in house workshops.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-291-1,team will refer client to (crcd) for their youth employment program. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-292-1,provided client with dmv fee waiver form ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-293-1,enroll client in anger management courses at voa ,A Little progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-294-1,enroll client in community service (voa newton2 enrollment),Task/Service successfully completed,2,Engage in community service
Newton 2-23-295-1,"to have client preform community service, in gryd program by participating in all activities",Task/Service successfully completed,2,Engage in community service
Newton 2-23-296-1,involve client in positive life skills and educational activities also stay close contact with her and parents. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-297-1,desire to stay out of jail,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-298-1,voala will provide community service,Excellent progress,2,Engage in community service
Newton 2-23-300-1,have client attend our workshop on substance abuse,Excellent progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-301-1,help client seek employment,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-302-1,to have client seek work consistently,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-303-1,takclient to dmv and get id,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-304-1,ciw will involve client in event outings in an effort to stop client from hanging out with negative influences.,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-304-1,client will participate in our in house substance abuse classes.,Excellent progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-305-1,ciw will involve client in our outing and events in an effort to keep client busy with positive alternatives other that hanging out with negative people. ,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-305-1,refer client to in house substance abuse classes and provide positive support. ,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-306-1,anger mamagement classes,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-307-1,continue to do hours at our center.,Excellent progress,0,Mentorship for school/job readiness
Newton 2-23-307-1,client will attend in house anger management classes.,Excellent progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-309-1,team will have individual sessions with client to make her understand the consequences to non-compliance to parents limits.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-309-1,team will have client participate in pro-social activities to keep client busy and off the streets.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-310-1,team will advise client to re-enroll back into school and continue her education.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-310-1,team will assist client by giving her a paid internship at our voa site.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-310-1,"ciw will take client to obtain her california identification card, due to client's financial state, a fee waiver will be used to help client",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-311-1,"client will be completing community service hours at our facility, client will be referred to hopics for housing ",Some progress,2,Engage in community service
Newton 2-23-316-1,"team will assist to decrease client's high risk gang association, by providing positive recreational activities.",No progress,0,Mentorship for school/job readiness
Newton 2-23-316-1,"team will encourage client to attend school, and inform him of the importance of education and obtaining a high school diploma.  ",No progress,0,Mentorship for school/job readiness
Newton 2-23-316-1,"team will refer client to our in house services, in order to meet probation requirements.",No progress,0,Mentorship for school/job readiness
Newton 2-23-318-1,stay on a close contact with client and involve client in outing and positive life skill and workshops classes at our center.,Excellent progress,3,Substance abuse/Anger management/Life skill class
Newton 2-23-318-1,client will do his 100 hours of community service at our facility ,Excellent progress,2,Engage in community service
Newton 2-23-319-1,team will have client participate in regular positive recreational activities in order for client to keep staying away from all negative peers.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-319-1,voa team will have client participate in individual/group anger management sessions. ,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-319-1,voa team will mentor client and have one on one discussions to better assist client and explain the importance of education.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-319-1,voa team will refer client to our in house substance abuse classes to educate client on drugs.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-320-1,team will assist client by mentoring him and explain the importance of education.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-320-1,team will involve client in more pro-social activities in order to decrease client's high risk association. ,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-320-1,team will enroll client into anger management classes due to client being in a rebellious stage.,Task/Service successfully completed,3,Substance abuse/Anger management/Life skill class
Newton 2-23-321-1,"ciw will take client to obtain her california identification card, due to client's financial state, a fee waiver will be provided to assist client. ",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-321-1,team will refer client to our job readiness workshops. so client can gain the knowledge to facilitate job searches on her own and created a resume and cover letter as part of her training.,Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-324-1,ciw will provide all task for client to complete probation stipulation requirements,Some progress,2,Engage in community service
Newton 2-23-327-1,refer ed to crcd to get client enrolled in apprenticeship program,Good progress,0,Mentorship for school/job readiness
Newton 2-23-328-1,"mentor in advise client he should do other, such as basketball boxing",Task/Service successfully completed,0,Mentorship for school/job readiness
Newton 2-23-331-1,team will encourage client to complete his community service hours in order to terminate his probation.,Some progress,2,Engage in community service
Newton 2-23-332-1,get clienit involved in gryd program and get her some employment to keep her out the street,A Little progress,0,Mentorship for school/job readiness
Newton 2-23-334-1,"team will assist client meet his probation requirements, by participating in our in house workshops.",No progress,0,Mentorship for school/job readiness
Newton 2-23-334-1,team will refer client to our in house substance abuse workshops that's held every thursdays from 4:30pm-5:30pm.,No progress,3,Substance abuse/Anger management/Life skill class
