ID,Problem,Strategy,Progress,Problem_Classification,Problem_Label
Newton 1-17-74-1,client was caught in school smoking marijuana and is very oppositional with mother at home.  ,Client was caught in school smoking marijuana and is very oppositional with his mother.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-74-1,client was caught in school smoking marijuana and is very oppositional with mother at home.  ,CM and CIW will try to convince client to take the Substance abuse class. Client continues to smoke and has admitted to CIW.,No progress,0,Emotional/behavior issues
Newton 1-17-74-1,client was caught in school smoking marijuana and is very oppositional with mother at home.  ,Client will continue to meet with CIW for mentorship.,No progress,0,Emotional/behavior issues
Newton 1-17-76-1,"client has anger management issues, making bad decisions when angry",Client wants to improve grades and graduate from high school.,A Little progress,0,Emotional/behavior issues
Newton 1-17-77-1,client wants to improve grades and graduate from high school.,Case Manager will meet with client's teacher to come up with strategies to improve client's grades,A Little progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-83-1,client wants to find employment to assist family with financial needs.,Client will receive job listing from various sources e.g. work source and Employment Development,Good progress,0,Emotional/behavior issues
Newton 1-17-83-1,client wants to find employment to assist family with financial needs.,Client will meet with Case Manager to find employment via the internet and job posting from GRYD.,Some progress,0,Emotional/behavior issues
Newton 1-17-83-1,client becomes angry fast lashing out at others,Client will attend Life Skills classes to gain knowledge on how to monitor anger,A Little progress,0,Emotional/behavior issues
Newton 1-17-83-1,client becomes angry fast lashing out at others,Client has anger management issues.,A Little progress,0,Emotional/behavior issues
Newton 1-17-83-1,client has anger management issues.,Client will attend Life Skills classes,No progress,0,Emotional/behavior issues
Newton 1-17-83-1,client has anger management issues.,Client will meet with Case Manager to learn breathing skills to get centered when angry.,A Little progress,0,Emotional/behavior issues
Newton 1-17-83-1,client does not spend much time with family coming home late staying out with friends,Client will attend Life Skill class to gain better decision making skills.,A Little progress,0,Emotional/behavior issues
Newton 1-17-85-1,client is struggling with school desiring to graduated from high school,Client will meet with Case Manager for setting weekly schedules and mentoring,A Little progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-85-1,client has desire to obtain a career in nursing and finish high school to support 2 year old daughter,Client will meet with Case Manager to come up with solutions to address barriers,Good progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-85-1,client has a young family of her own needing parenting skills to gain insight,Family will meet with Case Manager to come up with solutions to assist client find stronger bonds with family members,A Little progress,0,Emotional/behavior issues
Newton 1-17-85-1,client has a young family of her own needing parenting skills to gain insight,Client will attend parenting classes at Going Beyond Boundaries and meet with CM for goal setting,Some progress,0,Emotional/behavior issues
Newton 1-17-87-1,client get upset easy has anger issue.,Client will meet with Case Manager for mentoring and goal setting,A Little progress,0,Emotional/behavior issues
Newton 1-17-87-1,client has anger management issues causing him to make bad decisions.,Client will attend Life Skill classes to gain knowledge on understanding how to control temper and meet with Case Manager for conflict resolution.,Good progress,0,Emotional/behavior issues
Newton 1-17-87-1,client needs to find employment to assist family,"Client will attend resource fairs, meet with Case Manager for job leads and research on internet jobs",Some progress,0,Emotional/behavior issues
Newton 1-17-87-1,client smokes marijuana often making bad choices with peers.,Client will attend Substance Abuse classes once a week. Client will continue meeting with CM for goal setting and mentoring.,A Little progress,0,Emotional/behavior issues
Newton 1-17-87-1,client smokes marijuana often making bad choices with peers.,Client will meet with Case Manager and CIW to discuss the negative effects of drugs use.,A Little progress,0,Emotional/behavior issues
Newton 1-17-87-1,client smokes marijuana regularly making him lazy.,Client will attend tier 2 services to address issues,Some progress,0,Emotional/behavior issues
Newton 1-17-87-1,client participate in smoking marijuna,Client will attend Substance Abuse classes at Going Beyond Boundaries once a week. Client will meet with Case Manager on a as needed.,Good progress,0,Emotional/behavior issues
Newton 1-17-92-1,client wants to improve grades as well graduate from high school.,Client will attend Life Skills classes at Going Beyond Boundaries to gain skill on better decision making.,Good progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-92-1,client wants to improve grades as well graduate from high school.,Client will participate in Life Skills Anger Management classes at Going Beyond Boundaries once a week,A Little progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-92-1,client get upset easy having anger management issues.,Client will attend Life Skills classes at GBB and meet with CM for conflict resolution.,A Little progress,0,Emotional/behavior issues
Newton 1-17-92-1,client get upset easy having anger management issues.,Client get angry has conflict with mother,Good progress,0,Emotional/behavior issues
Newton 1-17-93-1,client wants to obtain a high school diploma and enroll in automotive school.,Client will be escorted by Case Manager and CIW to college to assist with registration,No progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-93-1,client wants to obtain a high school diploma and enroll in automotive school.,Case Manager will assist client with finding a school counselor and enroll in school.,No progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-94-1,client drinks alcohol often making bad decisions,Client will attend Substance Abuse classes at GBB,No progress,0,Emotional/behavior issues
Newton 1-17-94-1,client drinks alcohol often making bad decisions,Client will met with Case Manager for conflict resolution and mentoring,Good progress,0,Emotional/behavior issues
Newton 1-17-94-1,client desires to find employment/career that pays more than current job,Case Manager will notify and send client to various job fair that has employers ready to hire,Good progress,0,Emotional/behavior issues
Newton 1-17-95-1,client got smoking marijuana at school.,Client will attend Substance Abuse class at Going Beyond Boundaries,A Little progress,0,Emotional/behavior issues
Newton 1-17-95-1,client smokes marijuana making bad choices,Client will meet with Case Manager for mentoring,Good progress,0,Emotional/behavior issues
Newton 1-17-95-1,client is attracted to the gang culture,Client will attend Life Skills classes,A Little progress,0,Emotional/behavior issues
Newton 1-17-106-1,client has outburst with anger management issues,Client will be invited to attend Anger Management classes at GBB and learn relaxation techniques from Case Manager,A Little progress,0,Emotional/behavior issues
Newton 1-17-106-1,client has outburst with anger management issues,Client will meet with Case Manager for conflict resolution techniques,Good progress,0,Emotional/behavior issues
Newton 1-17-107-1,client got into fight at school having anger management issues.,Client will meet with Case Manager for mentoring a,A Little progress,0,Emotional/behavior issues
Newton 1-17-107-1,client got into fight at school having anger management issues.,Client becomes angry quickly making irrational decisions,Some progress,0,Emotional/behavior issues
Newton 1-17-108-1,client was fighting at school having anger management issues,Client will meet with Case Manager to learn strategies to improve grades.,Good progress,0,Emotional/behavior issues
Newton 1-17-109-1,client is influenced by community members,Client will meet with Case Manager for conflict resolution strategies.,A Little progress,0,Emotional/behavior issues
Newton 1-17-109-1,client is influenced by community members,Client will meet with client for Life Skills discussions,A Little progress,0,Emotional/behavior issues
Newton 1-17-111-1,client is affiliated with community members.,Client will meet with Case Manager for gang intervention awareness,A Little progress,0,Emotional/behavior issues
Newton 1-17-111-1,client is affiliated with community members.,Client has peer delinquencies activities,Some progress,0,Emotional/behavior issues
Newton 1-17-111-1,client want to improve grades this semester.,Client will attend afterschool tutoring program with staff twice a week until grades move up,Good progress,0,Emotional/behavior issues
Newton 1-17-113-1,client has weak relationship with family.,Client will work with client for strategies with conflict resolution.,A Little progress,0,Emotional/behavior issues
Newton 1-17-113-1,client has weak relationship with family.,Client will meet with Case Manager to finds ways to better communicate methods with family members,Good progress,0,Emotional/behavior issues
Newton 1-17-116-2,client is currently on probation ,Client will be refer to take Anger management class to fulfill his probation.,Excellent progress,0,Emotional/behavior issues
Newton 1-17-116-2,minor has a history of associating with community members. ,GRYD staff will use the good rapport established with minor to counsel and guide him away from community members. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-116-2,participant smokes marijuana. ,Client will enroll in life skills and trauma recovery therapy to assist him with his new identified problem/smoking marijuana. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-117-1,client has a problem with drugs.,Client will be refer to substance abuse class at the GBB office.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-118-1,client got smoking marijuana at school,Client will attend Substance Abuse classes at Going Beyond Boundaries ,A Little progress,0,Emotional/behavior issues
Newton 1-17-118-1,client got smoking marijuana at school,Client will attend substance abuse classes at GBB and meet with CM for guidance ,No progress,0,Emotional/behavior issues
Newton 1-17-118-1,client got smoking marijuana at school,Client will meet with Case Management for conflict resolution,A Little progress,0,Emotional/behavior issues
Newton 1-17-118-1,client grades are declining losing focus,Case Manager will meet with client's teachers to strategize plans to improve his grade,A Little progress,0,Emotional/behavior issues
Newton 1-17-121-1,client smokes marijuana making negative choices.,Client will meet with Case Manager to gain tools on conflict resolution,A Little progress,0,Emotional/behavior issues
Newton 1-17-121-1,client smokes marijuana making negative choices.,Client will attend substance abuse class,Some progress,0,Emotional/behavior issues
Newton 1-17-121-1,client smokes marijuana making negative choices.,Client will meet with Case Manager for conflict resolution with peer pressure,Good progress,0,Emotional/behavior issues
Newton 1-17-121-1,client want to find part time work to assist family financially,Case Manager will assist client create a resume along with finding job leads,Good progress,0,Emotional/behavior issues
Newton 1-17-122-1,client becomes angry easy sometimes fighting at school.,Client will attend life skills anger management classes at Going Beyond Boundaries once a week,Good progress,0,Emotional/behavior issues
Newton 1-17-122-1,client will meet with case manager for assisting in job leads and resume building,Case Manager will assist client with internet research and other job leads to assist client with a part time job,Some progress,0,Emotional/behavior issues
Newton 1-17-122-1,client has weak relationship with step dad,Case Manager will attempt to bridge the gap of family communication assisting to relieve conflict resolution.,A Little progress,0,Emotional/behavior issues
Newton 1-17-126-1,client has anger management issues.,Client will learn skills to curtail her anger from Case Manager such as calming breathing exercise,Good progress,0,Emotional/behavior issues
Newton 1-17-126-2,client has an open dcfs case and her child was taken away from her.,Client will be recommended to take the parenting class.,Task/Service successfully completed,0,Emotional/behavior issues
Newton 1-17-127-1,client has weak relationship with dad,Client will meet with Case Manager for mentoring with solutions to overcome not having Father in Life,A Little progress,0,Emotional/behavior issues
Newton 1-17-127-1,client has weak relationship with dad,Client will gain skills for understanding family dynamics,A Little progress,0,Emotional/behavior issues
Newton 1-17-127-1,client wants to obtain high enough grades to attend college,Client will register for SAT classes and narrow schools/colleges she like to attend after graduation,Good progress,0,Emotional/behavior issues
Newton 1-17-128-1,client is oppositional with mother and does what ever he wants.,Client will be working close with CM and will be talking about the importance of having respect for his mother and following rules. CM will be meeting with client once a week for mentorship.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-128-1,client is oppositional with mother and does what ever he wants.,Client will continue to work with CM and CIW. They will continue to provide mentorship for client.,No progress,0,Emotional/behavior issues
Newton 1-17-132-1,client takes thing that don't belong to her(stealing),Client is mandated by the courts to participate in Life Skills classes at Going Beyond Boundaries once a week,Good progress,0,Emotional/behavior issues
Newton 1-17-132-1,client grades are declining wanting to bring grades up.,Case Manager will work with client's teacher to set up a academic action plan to improve grades.,Good progress,0,Emotional/behavior issues
Newton 1-17-132-1,client has a weak relationship with mother's brothers and sisters,Client will meet with Case Manager to obtain skills of better communication,Some progress,0,Emotional/behavior issues
Newton 1-17-133-2,client problem is not being in school.,CM will assist client to enroll client into school.,Good progress,4,Need assistance with school enrollment/improving school grades
Newton 1-17-137-1,client has anger issues that have gotten her in problems at school.,CM will be working with client. Teaching her techniques to control her emotions.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-141-1,client is defiant and does not follow her mother's rules.,CM will work close with client and her mother so they could develop a positive  relationship. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-142-1,client needs to find employment to assist family,Client will attend resource fair as well get assistance from Case Manager for job leads,A Little progress,0,Emotional/behavior issues
Newton 1-17-144-1,client needs to control anger in stressful situations.,Client will meet with CM to obtain skills of controlling anger.,Good progress,0,Emotional/behavior issues
Newton 1-17-145-1,client is starting to become associated with local community members which is resulting in negative behaviors.,CM and CIW will provide gang intervention services to motivate client to change his perspective on the current friends he has.,Excellent progress,0,Emotional/behavior issues
Newton 1-17-148-1,client can become aggressive with family members having anger management issues,Client will attend the Life Skills class at the GBB office.,Good progress,0,Emotional/behavior issues
Newton 1-17-156-1,client has tattoo on chest which mother wants removed client is easy influenced by friends.,Client will attend Life Skill classes at Going Beyond Boundaries once a week,Excellent progress,0,Emotional/behavior issues
Newton 1-17-159-3,client hangs out community members and need to enroll in life skills.,CM will mentor client  . CM will recommend anger management .,Good progress,0,Emotional/behavior issues
Newton 1-17-160-1,client has excessive truancy and is in danger of getting expel from high school.,CM and CIW will work with client and make sure that client is attending school and is staying out of trouble.,N/A - not applicable to this phase,4,Need assistance with school enrollment/improving school grades
Newton 1-17-160-2,client has substance abuse problem.,CM will recommend client to substance abuse groups.,Excellent progress,0,Emotional/behavior issues
Newton 1-17-168-1,client is defiant with mother and miss uses marijuana.,CM will work with client and her mother on family dynamics and will be refer to like skills class.,Good progress,0,Emotional/behavior issues
Newton 1-17-170-1,client makes bad choices and decisions.,Client will meet with CM for strategies to make better decisions.,Good progress,0,Emotional/behavior issues
Newton 1-17-170-1,minor has a tendency to fight at school with other girls.,Youth to use learned anger management techniques when faced with possibility of fighting at school with other female students. ,Good progress,0,Emotional/behavior issues
Newton 1-17-175-1,client is currently on probation because of robbery.,Client will be enrolled in the Life Skills class at the GBB office.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-176-1,minor tends to act impulsively without thinking about the consequences of his actions.,GRDY staff will counsel youth about the risk taking and decision making skills.,Good progress,0,Emotional/behavior issues
Newton 1-17-176-1,minor associates with community members.,Case manager and CIW will talk to participant about the detrimental impact his community friends could have on his future. ,Some progress,0,Emotional/behavior issues
Newton 1-17-180-1,client's marijuana use.,youth will be referred to substance abuse classes.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-184-1,client has a substance abuse problem and was caught at school.,Client will be refer to attend the GBB substance abuse class.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-186-1,client has anger issues and does not know how to control it.,Client was refer to the Anger management class.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-187-1,minor has been very defiant at hone with his parents ever since he started to associate with community members.,"Case manager will counsel minor about his negative interaction with his parents ever since he started associating with community members, and CIW will talk to participant about the perils of being involved with community members. ",Good progress,0,Emotional/behavior issues
Newton 1-17-187-1,minor has associated with community members.,GRYD staff will counsel client about the negative impact of associating with community members.,Good progress,0,Emotional/behavior issues
Newton 1-17-188-1,client's friends have affected her behavior and life style. friends are known local community members.,CM and CIW will mentor client to convince her to stop hanging around with the local community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-189-1,client is hanging around with local community members and is using drugs.,Client will be refer to the life skills class to attend Thursdays.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-190-2,"client currently hangs around with known community members, and this affects his academics and behavior.",Client will be receiving mentoring and intervention services from case manager and CIW.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-190-2,"client tends to get upset easily, which affects his relationships at home.",case manager will utilize client's good disposition to talk to him about his anger and about how to turn it into a positive force in his daily life.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-194-1,client is known to steal for sustain his habits of smoking weed. client hangs with local community members. ,Client will be referred to substance abuse class. CIW will also meet with youth once a week.,No progress,0,Emotional/behavior issues
Newton 1-17-197-1,client anger issues are a big problems for him. ,Youth will be referred to anger management classes at GBB.,No progress,0,Emotional/behavior issues
Newton 1-17-199-1,client has anger issues that has got him in serious problems at school.,CM and CIW will work together with client to mentor him and help him change his behavior.,Some progress,0,Emotional/behavior issues
Newton 1-17-199-2,client has anger issues and is addicting to marijuana.,Client will be refer to the life skills class once a week. He will also be meeting with CM for individual mentoring.,A Little progress,0,Emotional/behavior issues
Newton 1-17-200-1,minor has difficulty handling his feelings and emotions.,Client was referred to anger management.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-202-1,client has anger issues and does not know how to control himself.,Client will be refer to the life skills class.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-203-1,client is currently in a crew and fallows his friends. he is not going to school and has over 200 truant absences. ,Client will be refer to the life skills class.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-206-1,client spends time with community members.,GRYD staff will counsel client about the perils of associating with community members.,Good progress,0,Emotional/behavior issues
Newton 1-17-206-1,participant has trouble handling his emotions. ,"GRYD staff will talk to client about what he is learning in anger management classes, and GRYD staff will also ask him how he is implementing and incorporating into his personal life what he has learned from them.",Good progress,0,Emotional/behavior issues
Newton 1-17-207-1,minor associates with known community members.,"Given youth's good disposition, GRYD staff will counsel participant about the detrimental impact of associating with community members. ",Good progress,0,Emotional/behavior issues
Newton 1-17-207-1,client engages in in risk behaviors without assessing the potential negative impact they could have on her welfare and well-being. ,Case manager will assist youth to identify triggers that cause her to act recklessly and to develop strategies to stop them.,Good progress,0,Emotional/behavior issues
Newton 1-17-208-1,client has a lot of difficulty handling his emotions and feelings.,Client will participate in 52 sessions of domestic violence.,Good progress,0,Emotional/behavior issues
Newton 1-17-208-1,client associates with community members.,GRYD staff will use client's willingness to change to counsel and talk to participant about the negative effect of associating with community members on himself.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-212-2,"client has excessive truancies, is defiant and smokes marijuana.",CM will make recommendations to refer client to the Life Skills class offer by GBB.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-213-2,minor associates with community members. ,GBB staff will counsel and talk to minor about the perils and pitfalls of associating with community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-223-1,minor shows little respect for his mother since he began to associate with community members.,GRYD staff will use client's good disposition to counsel and guide him to overcome barriers preventing him from reaching his goals. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-224-1,client gets easily upset and smokes marijuana.,Case manager and CIW will utilize minor's willingness to receive services to assist him to work on his anger and drug use.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-226-1,client has anger issues that are getting out of hand and may even get someone hurt. ,Client will be refer to EL Nido Family Center for professional therapy.,Good progress,0,Emotional/behavior issues
Newton 1-17-227-1,minor has a tendency to get upset easily and to react verbally aggressively. ,GRYD staff will utilize minor's desire to change to help him strengthen his resolve to make better decisions about how he handles his emotions.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-227-1,client has a history of associating with community members.,GRYD staff will utilize the good rapport established with participant to steer him off from his involvement with community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-230-1,client acts impulsively which impacts significantly his decision making skills. ,"Through a combination of life skill classes and conversations with GRYD staff, client will become aware of triggers which make him act impulsively and to assist him make healthier decisions.",N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-230-1,client has a history of associating with community members.,GBB intervention staff will continue mentoring and encouraging client on his desire to make life-long changes in his life.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-231-1,client has a problem controlling his anger which causes him to act impulsively to his own detriment. ,Client will be referred to anger management classes at Going Beyond Boundaries. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-231-1,participant has a history of involvement with community members.,GRYD staff will enlist youth's close relatives to help staff monitor client's efforts to reduce his involvement with community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-232-1,participant associates with community members.,GRYD staff will utilize client's good disposition to counsel and provide him with services to deter him from continuing associating with community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-232-1,client has a pattern of drug use; he smokes marijuana.,GBB's GRYD intervention staff will continue encouraging client to participate in drug support/Life skills class reguarly to address his drug use.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-233-1,client has anger issues and has hit her father as a result of her anger.,Client will be refer to the life skills class offer by the GBB agency.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-235-3,client has substance abuse ,CM will recommend client to life skills once a week. Client is willing to recive services .,Excellent progress,0,Emotional/behavior issues
Newton 1-17-242-3,client has issues with trusting people and is easily influence by local community members. client tries to fit in with her local community members.,Client is willing to get help and guidance from CIW and CM.,A Little progress,0,Emotional/behavior issues
Newton 1-17-250-1,client engages in risky behaviors that could cause her a lot of trouble. ,Client will be meeting with CIW and case manager. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-251-1,"participant has the tendency to act impulsively, which causes her to put herself in risky and potentially dangerous situations. ",GRYD staff will utilize client's family knowledge of her to develop a plan of action to help her improve her poor decision making skills. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-252-2,client associates with community members.,G.B.B. intervention staff will speak and advise client against the dangers of being associated with known community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-254-2,client will be under the mentorship with ciw and cm. client will be attending life skills once week as well as seeking unemployment.,substance abuse ,Excellent progress,0,Emotional/behavior issues
Newton 1-17-255-1,youth engages in behaviors detrimental to his welfare such as smoking marijuana.,GBB staff will utilize minor's willingness to be in the intervention program to assist him to work on his poor decision making skills.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-257-2,client is impulsive risk taker. she is easily influence by other community members.,CM and CIW will work together with client and enroll client in life skill workshop once week.,A Little progress,0,Emotional/behavior issues
Newton 1-17-260-2,client is community member and easily influenced into negative friends and uses substance abuse.,Client completed his substance abuse and is sober ,Good progress,0,Emotional/behavior issues
Newton 1-17-264-1,minor associates with community members in his neighborhood.,GRYD GBB's staff will use minor's receptiveness to counsel and guide him away from associating with community members.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-264-1,client tends to get upset easily.,G.B.B. staff will role model situations for youth so that he can learn to handle his feelings without reacting to them impulsively. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-268-1,"participant has trouble controlling his anger and emotions, which have caused him legal, family and personal problems.",GRYD staff will utilize client's desire for change to mentor and to advise him on his quest for personal change.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-269-1,client has a problem with marijuana,Client will be refer to the life skills at the GBB office.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-269-2,client is associating with local community members and has a heavy substance abuse addiction.,"Client will be refer to an outpatient six months substance abuse program. To fulfilled all client's needs.
",N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-271-1,"participant has a problem dealing and coping with his anger, which makes him act impulsively and get him in serious personal and sometimes legal trouble. ","GBB staff will utilize client's desire for change to help and guide him achieve the personal goal he set to achieve, controlling his anger. ",N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-272-2,client is easily influence by community friends. ,CM will meet with client once a week to motivate her to change and stop being an impulsive risk taker.,A Little progress,0,Emotional/behavior issues
Newton 1-17-275-1,participant engages in risky activities that compromise his physical wellbeing.,Case manager and ciw will work closely with minor's parents to ensure he receives appropriate services to help him stop using drugs.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-276-2,client has anger issues .,CM recommended Client to take life skills for anger management once week.CM will follow up with client to have mentoring session.,Good progress,0,Emotional/behavior issues
Newton 1-17-288-2,client has anger problems,Client will be recommend to take an anger management class.,A Little progress,0,Emotional/behavior issues
Newton 1-17-289-1,participant has trouble controlling her anger. ,Client will be referred to anger management class at G.B.B.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-291-1,"participant has trouble dealing and handling her emotions, which has caused her to come to the attention of the legal system.",Client will enroll and participate in anger management classes at Going Beyond Boundaries.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-296-1,youth smokes marijuana regualarly.,Client will participate in like skills/drug awareness class at G.B.B.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-17-298-2,"client is easily influenced by negatively active community members, ",Client will be refer to Life Skills programing 1x per week.,A Little progress,0,Emotional/behavior issues
Newton 1-17-299-2,client is easily influenced to become fully involved with community members.   ,CIW will develop a plan for client to come in once a week for Life Skills work shops. ,Excellent progress,0,Emotional/behavior issues
Newton 1-17-301-2,client has substance abuse problems. ,CM will enroll client into workshop for substance abuse once a week and life skills workshop once a week. Also follow up with client weekly .,Excellent progress,0,Emotional/behavior issues
Newton 1-23-308-1,client hangs with local community members and is easily influence by wrong crowd.,Client will be referral to attend a life skills class to assist. Client will also meet with CIW for gang awareness.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-309-1,client is known to hang out with local community members and has an attitude problem. ,CM will referral youth to VOA life skills class once newton 1 GRYD get office to accommodate youth. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-310-1,client has an anger issues. client is known to party hard and hang out with local community members.,Client will meet with CIW for gang awareness and life skills class. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-312-1,client is known to hang out with local community members. client smokes a lot of weed. ,Client will meet with CIW for gang awareness. Client has no communication with mother. ,Good progress,0,Emotional/behavior issues
Newton 1-23-313-1,client hangs with local community members and smokes weed. ,Client to meet with CIW once a week for gang awareness. ,Good progress,0,Emotional/behavior issues
Newton 1-23-314-1,client hangs out with community members. clients boyfriend is also involved. ,Client will be receiving mentoring and will ask boyfriend to be a part of program or be support system for client ,Good progress,0,Emotional/behavior issues
Newton 1-23-315-1,client has issues with hanging out with local community members and is known to be out late at night partying. ,Client will be meeting with CIW for gang awareness on a one on one basis. Client will be referral to life skills classes. ,Good progress,0,Emotional/behavior issues
Newton 1-23-316-1,client has an attitude problem and is not respectful towards mother and grandmother. client is known to hang out late at night with community members and smoking. ,CM will referral client to life skills classes.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-317-1,client is known to hang out with local community members. ,Client will be meeting with CIW for gang awareness. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-319-1,client stated she will attend workshop weekly and comply with gyed,CM and  CIW will work with client via  mentorship and life skills programing  ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-320-1,client is multigenerational gang associated has limited social skills. ,CM will guide client through mentorship program with CIW.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-321-1,client is known to hang out with local community members on a daily basis. ,CIW will referral client to VOA life skill class,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-322-1,client has a low self-esteem. client hangs out with wrong crowd. client is easily influence by others. ,Client will be meeting with CM and CIW for one on one sessions ,Good progress,0,Emotional/behavior issues
Newton 1-23-323-1,client informed cm she currently has a lot of issues with her parents and is hanging out with wrong crowd. ,Client will be referral to attend a life skills class. ,Good progress,0,Emotional/behavior issues
Newton 1-23-324-1,client is currently on probation  for writing on walls and hanging out with community members.,Client is willing to patriciate in life skills workshop once week. ,Excellent progress,0,Emotional/behavior issues
Newton 1-23-325-1,client is known to hang out with local community members on her free time. ,Client is willing to change for her baby. Client is willing to accept CM and CIW resources that will help her start making changes. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-327-1,client is hanging around community members and smoking marijuana.,Client will be refer to take substance abuse class and will report to CIW every time he goes to class.,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-330-1,client has anger issues,Client will be recommended to take life skills once a week and CM will meet with client ones a week for mentoring. ,A Little progress,0,Emotional/behavior issues
Newton 1-23-331-1,client is currently on probation.,CM recommended client is to attend life skills once a week.,Good progress,0,Emotional/behavior issues
Newton 1-23-332-1,client is known to hang out and smoke late at night with local community members at local community park. ,CM will work closely with client and CIW for gang awareness. ,Good progress,0,Emotional/behavior issues
Newton 1-23-338-1,client has to much time in his hands and hags around with local community that is getting him in trouble.,CIW will help client find a job,Excellent progress,0,Emotional/behavior issues
Newton 1-23-340-1,client is known to hang with local community members and tends to smoke marijuana with local community members. ,Client will be referral to attend life skills classes once staff get situated. ,N/A - not applicable to this phase,0,Emotional/behavior issues
Newton 1-23-348-1,client has a problem of substance abuse.,Client will be recommended to take substance abuse class once a week.,Excellent progress,0,Emotional/behavior issues
Newton 1-23-349-1,client is currently using substance abuse.,Client has substance Abuse ,Excellent progress,0,Emotional/behavior issues
Newton 1-23-351-1,client is highly involved with local community members. ,Client to meet with CIW for gang awareness.,No progress,0,Emotional/behavior issues
Newton 1-23-352-1,client is known to hang around with local community members. client smokes weed on a daily basis.,CM will referral client to substance abuse education or/and life skills,No progress,0,Emotional/behavior issues
