GRYD_ETO_ID,INTERVIEW_DATE_FB,SET_admin_num,AGE_1_FB,SEX_1,GRYD_Zone_num,group_position,PAGE_3,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,PAGE_4,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,PAGE_5,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,PAGE_6,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,PAGE_7,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,PAGE_8,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,PAGE_9,group_name_part2,no_group_copy,group_status_no_group,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,PAGE_10,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,PAGE_11,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,PAGE_12,X18,X19,X20,X21,X22,truthy,Optional_Break,Date_of_Break,Time_Break_Begins,Time_Break_Ends,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,Page_13,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,Page_14,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,Page_15,X10,X11,X12,X13,X14,X15,X16,X17,Page_16,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Page_17,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS,END_OF_SET_QUESTIONS
Northeast-20-10-3,"12,12,2017",1,24,2,14,0, ,0,1,0,0,0,0,0,777,7,1,1,1,1,0,777,0,2,4,4,2, ,3,4,4,4,2,2,3,4,4,1,1,3,0,,0,,1,14,0,,0,, ,Homies,My friends getting shot,My baby,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,3,999,3,1,999, ,2,30,7,777,1,5,7,1,1,,1,5,4,4,3, ,1,3,3,2,2,2,2,2,4,4,3,2,4,3,3,3,4,3, ,4,1,5,5,3,3,3,2,4,4,4,4,4,4, ,Homies,1, ,1,8,1,23,6,30,14,65,1,1,2,2,3,0,1,7,0, ,7,2,2,4,2,3,4,4,4,4,4,4,3,4,3, ,1,1,1,2,1,4,1,1,5,5,5,1,5,1,5, ,1,0,1,0,0,0.4,2, ,0:33:37,0:33:37,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,4,0,9,4,4,9,1,1, ,1,4,2,1,2,2,4,Blank, ,999,Northeast-20-10-3, , , , , , , ,no page 17 completed, 
Northeast-20-298-2,"12,12,2017",1,18,2,14,0, ,0,0,0,40,15,0,5,Help a church,2,1,1,1,1,0,777,0,2,3,2,2, ,1,5,1,1,1,5,4,2,2,3,4,1,0,,0,,0,,0,,0,, ,Homies,Nothing,Sports,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,5,3,5,4,1, ,0,30,17,777,1,3,3,5,5,4,4,4,5,3,4, ,5,4,4,3,4,5,5,4,3,4,4,4,2,5,1,1,1,5, ,4,3,5,3,5,4,4,4,4,5,3,3,2,3, ,Homies,1, ,1,12,1,15,5,21,21,30,1,1,2,2,2,0,2,1,1, ,4,4,2,2,3,2,3,4,4,5,4,3,3,3,3, ,3,3,2,2,2,2,3,2,4,5,4,2,4,3,3, ,0,0,0,1,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,9,0,4,9,0,0, ,4,1,0,1,1,3,4,Blank, ,999,Northeast-20-298-2, , , , , , , ,no page 17 completed, 
Northeast-20-138-3,"12,12,2017",1,16,2,14,0, ,1,0,0,0,0,0,0,777,4,2,2,1,0,0,777,0,3,4,2,3, ,2,3,2,2,2,2,3,4,3,2,2,3,0,,0,,0,,0,,0,, ,Homies,No,No,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,4,1,0, ,3,30,7,777,1,1,1,2,3,3,3,3,4,1,3, ,1,3,2,2,2,3,2,2,2,2,3,3,2,3,3,2,2,2, ,5,5,4,4,3,4,2,2,2,4,4,2,3,2, ,Homies,1, ,1,16,0,,5,27,15,65,1,1,1,1,0,1,4,5,3, ,5,4,2,2,2,2,4,3,3,4,2,4,4,4,2, ,3,3,3,3,2,2,2,3,3,3,3,3,3,2,5, ,1,1,0,1,0,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,3,9,0,0,9,3,4, ,1,3,3,1,3,3,2,Blank, ,999,Northeast-20-138-3, , , , , , , ,no page 17 completed, 
Hollenbeck 2-20-110-2,"12,12,2017",3,15,2,8,3, ,0,0,0,0,0,0,0,777,3,2,2,1,1,0,777,0,3,3,3,3, ,2,3,2,2,2,4,3,4,5,4,3,5,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,2,2, ,0,5,5,777,1,0,0,3,3,3,3,3,3,3,3, ,3,3,3,3,3,3,2,3,3,2,2,1,2,2,2,2,2,4, ,3,3,3,5,2,4,2,2,4,4,4,2,4,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,1,1,1,0.8,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,1,9,9,9,2,2, ,2,3,2,1,2,3,2,Client is associeted with a group and hangs out with them once a week. She told she does prev.meetings., ,999,Hollenbeck 2-20-110-2,"12,12,2017","12,22,2017",2,3,3,2,3,We met client at East LA SEA school. She has problems with some students. They gave her a chance to stay we made mediation the last time base on problems with school staff. need a lot of communication with her parents to stay out of touble., 
Newton 2-23-138-1,"12,12,2017",2,20,1,13,3, ,1,0,0,35,20,0,9,Client spends time playing basketball in the gym,0,0,0,0,0,0,777,0,1,1,1,1, ,2,3,1,1,1,4,3,3,3,3,5,3,0,,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,3,3,2,1,999, ,0,0,9,777,1,3,6,4,1,4,4,3,3,3,5, ,4,4,3,3,3,3,4,4,4,4,4,3,2,4,2,2,2,4, ,2,1,5,2,4,3,4,4,4,2,3,4,2,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,0,777,0,777,0,777,1,Volunteers of America (GRYD),1, ,3,3,3,0,3,2,2,4,4,3,4,4,4, ,1,4,1,1,1,5,2,1,1,1, ,2,2,2,2,4,2,0,0, ,4,2,0,4,0,2,4,Blank, ,999,Newton 2-23-138-1,"9,09,1999","9,09,1999",1,3,1,2,0,Client is doing great as well has been staying focused wiht work., 
Newton 2-23-139-1,"12,12,2017",2,23,2,13,3, ,0,0,0,40,0,40,5,Go out with family to functions.,0,0,0,0,0,0,777,0,1,1,1,1, ,1,4,2,2,2,5,3,3,3,5,5,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,999,1,999, ,2,5,5,777,1,4,6,4,3,4,4,4,4,4,5, ,5,4,4,4,5,4,5,5,5,5,5,5,2,4,2,5,1,5, ,5,1,5,2,4,2,4,2,4,4,4,2,4,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,Friends at work,1,Volunteers of America (GRYD),1,GRYD program,1,Volunteers of America (GRYD),1, ,3,3,3,1,2,2,2,5,4,3,4,3,5, ,2,4,2,2,2,4,2,1,1,1, ,3,2,2,0,0,3,0,0, ,4,1,0,4,0,2,4,Blank, ,999,Newton 2-23-139-1,"12,29,2017","12,29,2017",4,3,0,4,9,Client is doing well and has started working, 
Valley-92-49-1,"12,13,2017",1,17,1,999,2, ,0,0,0,40,5,0,10,Basketball,3,3,3,1,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,3,3,4,4,4,1,,1,60,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,999,2,2, ,0,5,6,777,1,,3,5,5,4,4,4,4,3,4, ,4,4,4,4,4,4,3,4,4,4,4,4,2,4,2,2,2,4, ,3,3,4,3,4,2,4,4,4,4,4,3,4,4, ,No group,0,2,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,,,,,,,,Blank, ,999, , , , , , , , ,no page 17 completed, 
Olympic-12-164-2,"12,13,2017",1,18,1,15,1, ,0,0,0,0,0,10,10,999,2,1,1,1,0,0,777,0,4,4,3,3, ,4,4,1,2,2,3,3,5,5,5,5,5,1,2,1,5,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,999,999,1,2,999, ,3,0,3,777,1,1,1,4,3,4,4,3,2,2,3, ,4,4,4,2,3,4,1,1,2,3,2,3,2,4,3,4,3,3, ,3,2,2,3,3,4,2,4,3,4,3,3,3,2, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,1,1,1,0.8,, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,0,9,9,9,9,9,0,0, ,3,3,1,4,0,2,4,Blank, ,999,Olympic-12-164-1, , , , , , , ,no page 17 completed, 
Northeast-20-287-2,"12,13,2017",1,22,2,14,0, ,1,0,0,999,0,60,0,777,6,2,2,1,0,0,777,0,1,1,1,5, ,1,5,1,1,1,5,3,3,3,5,5,1,0,,0,,0,,0,,0,, ,Homies,No,"Yes, working two jobs and getting a car. Helps me to occupy my time.",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,2,999, ,1,31,6,777,1,0,5,3,5,5,5,5,5,5,3, ,3,1,5,3,4,4,5,3,4,5,5,5,3,3,1,1,1,5, ,5,1,5,2,1,2,4,3,3,3,4,3,2,4, ,Homies,1, ,1,12,1,17,3,22,22,22,1,1,0,0,0,0,0,0,0, ,3,2,2,2,2,2,2,2,4,3,3,3,3,3,3, ,1,1,1,1,1,1,1,1,1,1,5,1,5,3,4, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,0,9,0,3,9,0,0, ,4,2,1,1,1,3,3,Blank, ,999,Northeast-20-287-2, , , , , , , ,no page 17 completed, 
Mission-14-216-2,"12,14,2017",1,14,1,11,1, ,0,0,0,25,5,0,2,Community engagement,2,0,0,1,1,1,Immigration,1,3,2,2,1, ,2,4,2,2,1,4,2,3,3,3,2,3,1,1,0,,0,,0,,0,, ,No group,777,777,999,999,999,999,999,999,1,1,999,999,999,999,999,999,999,999,3,4,0,1,999, ,0,5,7,777,1,4,4,5,4,4,5,5,5,5,5, ,4,3,3,3,4,4,3,4,4,4,4,4,2,4,1,1,1,5, ,5,3,5,3,3,2,4,4,3,1,4,4,1,3, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,3,2,1,4,0,4,3,Blank, ,999,Mission-14-216-2, , , , , , , ,no page 17 completed, 
Newton 2-23-135-1,"12,15,2017",2,22,2,13,3, ,0,0,0,35,0,35,7,Client devotes to church,0,0,0,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,3,4,4,5,5,4,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0, ,0,0,4,777,1,4,4,4,2,3,3,3,3,3,4, ,3,3,3,3,4,3,4,4,4,4,4,4,2,4,2,2,2,4, ,2,1,4,2,4,3,4,3,3,3,4,4,3,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,1,Church,0,777,0,777,1,Volunteers of America (GRYD),1, ,3,3,2,0,5,0,2,4,4,4,4,3,3, ,2,4,2,2,2,4,1,1,3,2, ,2,3,2,0,0,0,0,0, ,4,1,0,4,0,4,4,Blank, ,999,Newton 2-23-135-1,"12,15,2017","9,09,1999",1,4,4,3,0,Blank, 
Northeast-20-304-2,"12,15,2017",1,16,1,14,4, ,1,0,1,30,0,0,0,777,1,0,0,0,0,0,777,0,3,2,2,3, ,3,5,1,1,3,3,2,2,3,4,4,5,0,,0,,0,,0,,0,, ,Homies,None,None,0,999,0,999,0,999,1,1,1,1,0,999,0,999,0,999,999,3,5,2,999, ,0,5,9,777,1,5,7,4,4,3,4,5,3,5,4, ,5,5,4,3,4,4,4,4,5,5,5,5,3,1,1,1,3,3, ,5,5,5,3,3,2,4,4,4,3,5,3,2,4, ,Homies,1, ,1,14,1,15,3,16,14,17,0,0,5,5,3,5,4,6,2, ,3,4,3,3,3,3,5,5,3,4,5,2,1,4,3, ,5,4,5,4,3,2,4,3,3,3,5,3,2,5,1, ,0,1,1,0,0,0.4,2, , , ,1,School friends,0,777,1,School friends,0,School friends,1, ,3,3,3,3,0,5,2,4,3,4,3,3,4, ,4,5,1,1,4,3,4,3,5,3, ,3,2,2,3,2,4,1,3, ,4,2,1,3,0,3,4,Blank, ,999,Northeast-20-304-2, , , , , , , ,no page 17 completed, 
Northeast-20-18-3,"12,18,2017",1,21,1,14,4, ,0,0,0,25,0,30,0,777,3,0,0,1,0,0,777,0,3,3,5,3, ,2,4,4,2,2,4,4,3,3,3,3,3,0,,0,,0,,0,,0,, ,Homies,Being on probation,Focusing on work,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,2,3,3,0, ,3,10,11,777,1,2,4,2,1,2,2,2,4,3,2, ,4,2,4,3,4,2,2,4,4,4,4,4,4,3,4,4,4,3, ,5,5,5,3,4,2,2,2,4,4,4,2,4,3, ,Homies,1, ,1,12,0,,6,20,15,40,1,1,3,3,3,2,3,4,2, ,5,4,2,4,4,4,4,4,2,4,2,4,4,4,2, ,4,4,4,3,2,2,4,4,4,4,4,3,4,4,4, ,1,1,1,1,1,1,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,3,2,9,3,4,9,3,3, ,2,2,2,1,1,3,4,Blank, ,999,Northeast-20-18-3, , , , , , , ,no page 17 completed, 
Northeast-20-130-3,"12,18,2017",1,20,2,14,0, ,1,1,0,0,0,0,0,777,0,0,0,1,1,1,bro going to jail,,2,4,2,2, ,2,4,2,2,2,2,2,4,4,1,1,3,0,,0,,0,,0,,0,, ,Homies,no,my baby,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,2,2,2,2,999, ,1,30,8,777,1,5,7,3,1,1,1,1,1,5,5, ,4,1,1,1,1,3,3,3,4,4,4,4,3,3,3,3,4,3, ,4,1,4,3,4,2,4,3,3,3,3,3,3,2, ,Homies,1, ,1,8,1,12,6,25,14,50,1,1,0,0,0,0,0,7,0, ,5,2,2,2,2,2,3,2,4,3,3,3,3,3,3, ,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5, ,0,0,0,0,1,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,4,0,9,4,4,9,0,0, ,1,3,1,1,0,3,4,Blank, ,999, , , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-78-3,"12,18,2017",1,18,2,7,1, ,0,0,0,0,0,40,0,777,3,0,0,0,0,1,Family issues,1,2,2,2,2, ,2,3,2,2,2,4,2,2,2,4,4,2,1,0,1,0,0,,0,,0,, ,Friends,Not involved in group,Not involved in group,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0, ,1,20,4,777,1,2,2,3,2,3,4,4,4,4,4, ,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3, ,4,1,2,2,3,2,4,3,4,4,4,3,4,4, ,No group,0,1,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,0,0,0,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,9,9,9,9,9,0,1, ,1,4,1,3,0,5,4,Blank, ,999,Hollenbeck 1-20-78-3,"12,18,2017","12,18,2017",4,1,0,4,9,Barely met client, 
Hollenbeck 2-20-30-3,"12,18,2017",1,18,1,8,3, ,1,1,0,40,0,40,0,777,7,1,1,1,0,0,777,0,2,1,2,1, ,1,5,1,1,1,5,2,5,5,2,2,5,1,0,1,0,0,,0,,0,, ,No group,777,777,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,4,3,0,1,0, ,4,10,8,777,1,1,7,5,2,4,4,4,5,3,4, ,3,3,4,3,4,4,4,4,4,4,4,4,1,5,1,1,1,5, ,5,1,5,2,5,2,4,4,4,3,5,3,2,4, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,1,0,0,0.6,2, , , ,1,coworkers,0,777,0,777,0,coworkers,1, ,2,2,0,1,5,0,1,4,3,2,1,4,4, ,2,4,2,2,2,4,3,1,3,2, ,3,9,1,0,9,0,0,0, ,4,2,1,4,0,1,3,"pages 5, 9, 10 and 11", ,777,Hollenbeck 2-20-30-3,"12,18,2017","12,20,2017",1,4,0,4,0,The client is set in transforming  his life completely, 
Newton 2-23-130-1,"12,18,2017",2,15,1,13,3, ,0,0,1,35,5,0,12,"Workshops, outings, events, hanging out in the program",4,0,0,0,0,0,777,0,2,3,3,2, ,2,5,2,2,1,5,3,2,2,2,5,2,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0, ,0,5,4,777,1,3,7,5,5,4,4,4,4,4,3, ,3,1,1,1,3,5,3,4,4,4,4,5,1,4,1,2,2,5, ,3,1,5,2,3,2,3,5,3,3,3,5,3,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,1,1,1,0.8,2, , , ,1,School friends,1,Volunteers of America (GRYD),1,VOALA,1,Volunteers of America (GRYD),1, ,5,5,5,3,4,6,4,3,4,5,4,5,3, ,1,4,1,1,2,4,1,1,2,1, ,2,9,4,0,1,0,0,0, ,1,3,1,3,0,1,4,Blank, ,999,Newton 2-23-130-1,"12,18,2017","12,19,2017",1,4,1,3,0,Client has matured al ot and has changed his negative ways., 
Southwest 2-23-53-2,"12,18,2017",2,18,2,23,3, ,0,0,0,40,3,0,0,777,0,0,0,1,0,0,777,0,3,3,3,1, ,1,5,1,1,2,2,3,3,3,4,5,3,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0, ,1,0,4,777,1,2,0,3,4,4,3,3,4,4,4, ,3,4,3,4,4,3,3,3,3,2,4,4,2,4,2,1,1,4, ,5,5,5,3,4,3,4,5,2,3,4,4,1,3, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,0,0,0,0,0,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,9,9,9,9,9,0,0, ,1,4,1,3,0,3,3,Blank, ,999,Southwest 2-23-53-2,"12,18,2017","9,09,1999",1,4,1,3,0,Blank, 
Newton 2-23-245-1,"12,18,2017",1,17,1,13,3, ,1,0,0,30,0,0,5,Substance abuase workshops,4,0,0,0,0,1,Client went to jail,1,2,3,4,4, ,3,4,2,3,3,3,4,5,5,1,2,5,1,14,0,,0,,0,,1,2, ,No group,777,777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0, ,0,5,3,777,1,1,4,4,3,3,2,2,2,4,5, ,3,1,1,1,1,4,3,4,4,4,4,4,2,4,2,2,2,4, ,5,5,5,5,4,2,4,3,3,3,4,3,3,2, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,0,1,0,0,0,0.2,2, , , ,1,School friends,1,Volunteers of America (GRYD),1,VOALA,1,Volunteers of America (GRYD),1, ,2,0,3,2,2,0,2,3,3,3,2,3,4, ,2,4,2,2,2,4,1,1,3,1, ,2,9,2,0,0,0,1,0, ,3,2,1,3,0,3,4,Blank, ,999,Newton 2-23-245-1,"12,18,2017","12,19,2017",3,2,2,2,3,client is in need of guidance and mentoring, 
FGSEARE-0-86-1,"12,19,2017",1,17,1,999,4, ,1,1,0,30,5,0,0,777,3,0,0,0,0,0,777,0,2,2,2,2, ,2,4,2,2,2,4,2,4,4,1,2,4,1,30,1,180,0,,0,,0,, ,Homeboys,My brothers are in jail. I don't want to go to jail or camp again.,I have a daughter now. I want to be there for her.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0, ,1,10,3,777,1,3,4,5,2,3,3,3,4,4,5, ,3,4,4,4,4,3,3,4,3,4,4,5,3,3,2,2,2,4, ,4,3,4,3,3,2,4,3,3,3,3,3,3,3, ,Homeboys,1, ,1,12,1,16,6,18,13,40,1,1,2,2,2,2,1,0,1, ,4,3,2,2,2,3,4,2,4,4,3,3,3,4,3, ,3,2,2,3,2,2,2,2,3,3,3,3,3,2,5, ,0,0,1,0,0,0.2,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,1,9,2,2,9,0,0, ,3,2,2,1,1,3,3,Blank, ,999,FGSEARE-0-86-1, , , , , , , ,no page 17 completed, 
Valley-92-43-1,"12,19,2017",1,16,1,999,4, ,0,0,1,0,0,0,1,GRYD,2,4,4,1,1,0,777,0,4,3,2,3, ,4,4,3,2,2,4,4,3,4,4,5,2,1,90,1,90,0,,0,,0,, ,No name,People and friends getting shot for no reason,People trying to help me,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1, ,0,10,5,777,1,3,3,5,3,2,5,4,4,4,2, ,4,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,2,5, ,5,5,5,5,4,3,4,4,3,2,4,4,3,4, ,No name,1, ,1,12,1,16,3,16,13,22,1,1,3,3,5,3,4,4,0, ,4,3,3,4,3,4,4,3,2,4,2,3,3,4,2, ,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4, ,0,0,1,1,1,0.6,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,0,0,4,0,0,1,3, ,3,3,3,1,3,3,4,Blank, ,999,Valley-92-43-1, , , , , , , ,no page 17 completed, 
Hollenbeck 1-20-158-2,"12,20,2017",1,18,1,7,3, ,0,0,0,12,2,20,3,"Yes, basketball",2,1,1,1,1,0,777,0,4,5,3,5, ,1,4,1,1,2,4,5,2,3,1,4,2,0,,0,,0,,0,,0,, ,Friends,No,No,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,2,2, ,1,5,7,777,1,2,1,4,4,4,5,3,4,4,4, ,3,3,3,1,3,3,4,3,3,4,4,4,2,4,1,2,2,4, ,5,4,4,4,4,4,4,4,4,4,4,4,2,4, ,Friends,1, ,1,17,0,,3,18,16,23,1,1,5,5,5,5,2,5,2, ,7,3,4,4,4,5,4,3,3,4,3,2,2,3,3, ,5,4,4,5,4,2,3,2,4,4,5,2,4,4,1, ,1,0,1,0,0,0.4,2, , , ,0,777,0,777,0,777,0,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,1,2,9,0,0,9,0,0, ,1,2,2,2,3,3,4,Blank, ,999,Hollenbeck 1-20-158-2,"12,20,2017","12,20,2017",1,4,4,2,3,client has progressed but still needs more time., 
Southwest 2-23-101-1,"12,20,2017",2,21,2,23,3, ,0,1,0,20,3,0,0,777,3,1,1,1,0,0,777,0,2,2,3,2, ,2,4,1,1,1,4,4,5,4,2,3,4,0,,0,,0,,0,,0,, ,No group,777,777,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0, ,2,20,2,777,1,4,3,5,5,4,5,3,2,3,5, ,3,3,4,3,5,3,3,1,4,2,3,5,3,3,1,3,3,3, ,4,4,4,4,4,4,5,3,4,5,5,1,3,1, ,No group,0,3,0,,,,,,,,,777,,777,,,,,9, ,777,,777,,777,,,,,,,,,777,777, ,,,,,777,777,777,777,,,777,,777,777,, ,1,1,0,1,0,0.6,2, , , ,1,School,0,777,0,777,1,No other group,0, ,,,,777,,,9,,,,,,, ,,,,,,777,,,,, ,2,9,9,9,9,9,0,0, ,1,4,1,3,0,2,3,Blank, ,999,Southwest 2-23-101-1,"12,20,2017","9,09,1999",1,4,1,3,0,Blank, 
